,source_origin,target_origin,source,target,weight,distance
0,pittsburgh_pa,providence_ri,"Pittsburgh, PA","Providence, RI",0.0,467.0
1,south_bend_in,cincinnati_oh,"South Bend, IN","Cincinnati, OH",0.0,203.0
2,south_bend_in,detroit_mi,"South Bend, IN","Detroit, MI",0.0,157.0
3,tallahassee_fl,raleighdurham_nc,"Tallahassee, FL","Raleigh/Durham, NC",0.0,496.0
4,anchorage_ak,cincinnati_oh,"Anchorage, AK","Cincinnati, OH",0.0,3110.0
5,anchorage_ak,los_angeles_ca,"Anchorage, AK","Los Angeles, CA",0.0,2345.0
6,anchorage_ak,chicago_il,"Anchorage, AK","Chicago, IL",0.0,2846.0
7,cincinnati_oh,anchorage_ak,"Cincinnati, OH","Anchorage, AK",0.0,3110.0
8,cincinnati_oh,los_angeles_ca,"Cincinnati, OH","Los Angeles, CA",0.0,1900.0
9,los_angeles_ca,anchorage_ak,"Los Angeles, CA","Anchorage, AK",0.0,2345.0
10,chicago_il,cincinnati_oh,"Chicago, IL","Cincinnati, OH",0.0,265.0
11,anchorage_ak,atlanta_ga,"Anchorage, AK","Atlanta, GA",0.0,3417.0
12,anchorage_ak,dallasfort_worth_tx,"Anchorage, AK","Dallas/Fort Worth, TX",0.0,3043.0
13,atlanta_ga,chicago_il,"Atlanta, GA","Chicago, IL",0.0,606.0
14,dallasfort_worth_tx,chicago_il,"Dallas/Fort Worth, TX","Chicago, IL",0.0,802.0
15,chicago_il,anchorage_ak,"Chicago, IL","Anchorage, AK",0.0,2846.0
16,anchorage_ak,hartford_ct,"Anchorage, AK","Hartford, CT",0.0,3351.0
17,hartford_ct,gulfportbiloxi_ms,"Hartford, CT","Gulfport/Biloxi, MS",0.0,1209.0
18,charleston_sc,bangor_me,"Charleston, SC","Bangor, ME",0.0,1018.0
19,hopkinsville_ky,anchorage_ak,"Hopkinsville, KY","Anchorage, AK",0.0,3146.0
20,christiansted_vi,christiansted_vi,"Christiansted, VI","Christiansted, VI",0.0,0.0
21,athens_ga,columbia_sc,"Athens, GA","Columbia, SC",0.0,127.0
22,athens_ga,charlottesville_va,"Athens, GA","Charlottesville, VA",0.0,397.0
23,waterloo_ia,knoxville_tn,"Waterloo, IA","Knoxville, TN",0.0,648.0
24,waterloo_ia,detroit_mi,"Waterloo, IA","Detroit, MI",0.0,454.0
25,anderson_sc,athens_ga,"Anderson, SC","Athens, GA",0.0,52.0
26,anderson_sc,detroit_mi,"Anderson, SC","Detroit, MI",0.0,536.0
27,hartford_ct,st_louis_mo,"Hartford, CT","St. Louis, MO",0.0,974.0
28,bedford_ma,buffalo_ny,"Bedford, MA","Buffalo, NY",0.0,380.0
29,buffalo_ny,laredo_tx,"Buffalo, NY","Laredo, TX",0.0,1573.0
30,buffalo_ny,detroit_mi,"Buffalo, NY","Detroit, MI",0.0,250.0
31,baltimore_md,raleighdurham_nc,"Baltimore, MD","Raleigh/Durham, NC",0.0,255.0
32,columbia_sc,nashville_tn,"Columbia, SC","Nashville, TN",0.0,349.0
33,columbia_sc,tupelo_ms,"Columbia, SC","Tupelo, MS",0.0,439.0
34,chattanooga_tn,waterloo_ia,"Chattanooga, TN","Waterloo, IA",0.0,648.0
35,charlottesville_va,chicago_il,"Charlottesville, VA","Chicago, IL",0.0,567.0
36,cedar_rapidsiowa_city_ia,lincoln_ne,"Cedar Rapids/Iowa City, IA","Lincoln, NE",0.0,272.0
37,cleveland_oh,detroit_mi,"Cleveland, OH","Detroit, MI",0.0,104.0
38,columbus_in,detroit_mi,"Columbus, IN","Detroit, MI",0.0,240.0
39,columbus_oh,detroit_mi,"Columbus, OH","Detroit, MI",0.0,158.0
40,columbia_mo,raleighdurham_nc,"Columbia, MO","Raleigh/Durham, NC",0.0,766.0
41,dallas_tx,cleveland_oh,"Dallas, TX","Cleveland, OH",0.0,1015.0
42,dayton_oh,detroit_mi,"Dayton, OH","Detroit, MI",0.0,165.0
43,dallasfort_worth_tx,detroit_mi,"Dallas/Fort Worth, TX","Detroit, MI",0.0,980.0
44,chicago_il,detroit_mi,"Chicago, IL","Detroit, MI",0.0,252.0
45,detroit_mi,fort_wayne_in,"Detroit, MI","Fort Wayne, IN",0.0,128.0
46,detroit_mi,detroit_mi,"Detroit, MI","Detroit, MI",0.0,9.0
47,el_paso_tx,dayton_oh,"El Paso, TX","Dayton, OH",0.0,1358.0
48,el_paso_tx,topeka_ks,"El Paso, TX","Topeka, KS",0.0,779.0
49,el_paso_tx,gary_in,"El Paso, TX","Gary, IN",0.0,1247.0
50,el_paso_tx,los_angeles_ca,"El Paso, TX","Los Angeles, CA",0.0,714.0
51,el_paso_tx,kansas_city_mo,"El Paso, TX","Kansas City, MO",0.0,835.0
52,el_paso_tx,detroit_mi,"El Paso, TX","Detroit, MI",0.0,1447.0
53,topeka_ks,el_paso_tx,"Topeka, KS","El Paso, TX",0.0,779.0
54,topeka_ks,manhattanft_riley_ks,"Topeka, KS","Manhattan/Ft. Riley, KS",0.0,56.0
55,topeka_ks,detroit_mi,"Topeka, KS","Detroit, MI",0.0,677.0
56,east_farmingdale_ny,lansing_mi,"East Farmingdale, NY","Lansing, MI",0.0,594.0
57,fort_wayne_in,little_rock_ar,"Fort Wayne, IN","Little Rock, AR",0.0,577.0
58,fort_wayne_in,detroit_mi,"Fort Wayne, IN","Detroit, MI",0.0,122.0
59,fayetteville_ar,columbia_mo,"Fayetteville, AR","Columbia, MO",0.0,222.0
60,fayetteville_ar,dallas_tx,"Fayetteville, AR","Dallas, TX",0.0,266.0
61,fayetteville_ar,raleighdurham_nc,"Fayetteville, AR","Raleigh/Durham, NC",0.0,862.0
62,gary_in,detroit_mi,"Gary, IN","Detroit, MI",0.0,213.0
63,ankeny_ia,detroit_mi,"Ankeny, IA","Detroit, MI",0.0,518.0
64,lafayette_in,lansing_mi,"Lafayette, IN","Lansing, MI",0.0,204.0
65,lansing_mi,detroit_mi,"Lansing, MI","Detroit, MI",0.0,66.0
66,lexington_ky,columbus_oh,"Lexington, KY","Columbus, OH",0.0,164.0
67,lexington_ky,chicago_il,"Lexington, KY","Chicago, IL",0.0,308.0
68,lexington_ky,detroit_mi,"Lexington, KY","Detroit, MI",0.0,296.0
69,little_rock_ar,gary_in,"Little Rock, AR","Gary, IN",0.0,542.0
70,little_rock_ar,laredo_tx,"Little Rock, AR","Laredo, TX",0.0,655.0
71,little_rock_ar,detroit_mi,"Little Rock, AR","Detroit, MI",0.0,700.0
72,lincoln_ne,wichita_ks,"Lincoln, NE","Wichita, KS",0.0,224.0
73,laredo_tx,buffalo_ny,"Laredo, TX","Buffalo, NY",0.0,1573.0
74,laredo_tx,cleveland_oh,"Laredo, TX","Cleveland, OH",0.0,1382.0
75,laredo_tx,chicago_il,"Laredo, TX","Chicago, IL",0.0,1176.0
76,laredo_tx,el_paso_tx,"Laredo, TX","El Paso, TX",0.0,509.0
77,laredo_tx,gary_in,"Laredo, TX","Gary, IN",0.0,1186.0
78,laredo_tx,ankeny_ia,"Laredo, TX","Ankeny, IA",0.0,1031.0
79,laredo_tx,little_rock_ar,"Laredo, TX","Little Rock, AR",0.0,655.0
80,laredo_tx,laredo_tx,"Laredo, TX","Laredo, TX",0.0,0.0
81,laredo_tx,memphis_tn,"Laredo, TX","Memphis, TN",0.0,762.0
82,laredo_tx,moline_il,"Laredo, TX","Moline, IL",0.0,1085.0
83,laredo_tx,shreveport_la,"Laredo, TX","Shreveport, LA",0.0,478.0
84,laredo_tx,detroit_mi,"Laredo, TX","Detroit, MI",0.0,1354.0
85,cincinnati_oh,detroit_mi,"Cincinnati, OH","Detroit, MI",0.0,221.0
86,kansas_city_mo,el_paso_tx,"Kansas City, MO","El Paso, TX",0.0,835.0
87,kansas_city_mo,detroit_mi,"Kansas City, MO","Detroit, MI",0.0,620.0
88,chicago_il,topeka_ks,"Chicago, IL","Topeka, KS",0.0,461.0
89,chicago_il,lafayette_in,"Chicago, IL","Lafayette, IN",0.0,104.0
90,chicago_il,tuscaloosa_al,"Chicago, IL","Tuscaloosa, AL",0.0,591.0
91,memphis_tn,gary_in,"Memphis, TN","Gary, IN",0.0,474.0
92,memphis_tn,laredo_tx,"Memphis, TN","Laredo, TX",0.0,762.0
93,memphis_tn,detroit_mi,"Memphis, TN","Detroit, MI",0.0,606.0
94,manhattanft_riley_ks,el_paso_tx,"Manhattan/Ft. Riley, KS","El Paso, TX",0.0,744.0
95,milwaukee_wi,chicago_il,"Milwaukee, WI","Chicago, IL",0.0,80.0
96,moline_il,shreveport_la,"Moline, IL","Shreveport, LA",0.0,647.0
97,madison_wi,cedar_rapidsiowa_city_ia,"Madison, WI","Cedar Rapids/Iowa City, IA",0.0,149.0
98,myrtle_beach_sc,anderson_sc,"Myrtle Beach, SC","Anderson, SC",0.0,224.0
99,myrtle_beach_sc,rocky_mount_nc,"Myrtle Beach, SC","Rocky Mount, NC",0.0,161.0
100,philadelphia_pa,st_louis_mo,"Philadelphia, PA","St. Louis, MO",0.0,830.0
101,peoria_il,milwaukee_wi,"Peoria, IL","Milwaukee, WI",0.0,183.0
102,raleighdurham_nc,baltimore_md,"Raleigh/Durham, NC","Baltimore, MD",0.0,255.0
103,raleighdurham_nc,fayetteville_ar,"Raleigh/Durham, NC","Fayetteville, AR",0.0,862.0
104,raleighdurham_nc,detroit_mi,"Raleigh/Durham, NC","Detroit, MI",0.0,507.0
105,roanoke_va,teterboro_nj,"Roanoke, VA","Teterboro, NJ",0.0,400.0
106,rocky_mount_nc,fort_wayne_in,"Rocky Mount, NC","Fort Wayne, IN",0.0,531.0
107,rocky_mount_nc,myrtle_beach_sc,"Rocky Mount, NC","Myrtle Beach, SC",0.0,161.0
108,rocky_mount_nc,rocky_mount_nc,"Rocky Mount, NC","Rocky Mount, NC",0.0,0.0
109,louisville_ky,laredo_tx,"Louisville, KY","Laredo, TX",0.0,1081.0
110,louisville_ky,shreveport_la,"Louisville, KY","Shreveport, LA",0.0,604.0
111,louisville_ky,detroit_mi,"Louisville, KY","Detroit, MI",0.0,304.0
112,shreveport_la,gary_in,"Shreveport, LA","Gary, IN",0.0,724.0
113,salina_ks,el_paso_tx,"Salina, KS","El Paso, TX",0.0,688.0
114,st_louis_mo,buffalo_ny,"St. Louis, MO","Buffalo, NY",0.0,674.0
115,st_louis_mo,shreveport_la,"St. Louis, MO","Shreveport, LA",0.0,476.0
116,st_louis_mo,detroit_mi,"St. Louis, MO","Detroit, MI",0.0,433.0
117,st_louis_mo,washington_dc,"St. Louis, MO","Washington, DC",0.0,712.0
118,st_louis_mo,st_louis_mo,"St. Louis, MO","St. Louis, MO",0.0,16.0
119,tuscaloosa_al,anderson_sc,"Tuscaloosa, AL","Anderson, SC",0.0,295.0
120,tuscaloosa_al,columbus_ms,"Tuscaloosa, AL","Columbus, MS",0.0,59.0
121,teterboro_nj,bedford_ma,"Teterboro, NJ","Bedford, MA",0.0,182.0
122,knoxville_tn,waterloo_ia,"Knoxville, TN","Waterloo, IA",0.0,648.0
123,knoxville_tn,detroit_mi,"Knoxville, TN","Detroit, MI",0.0,444.0
124,waukegan_il,shreveport_la,"Waukegan, IL","Shreveport, LA",0.0,761.0
125,detroit_mi,bedford_ma,"Detroit, MI","Bedford, MA",0.0,626.0
126,detroit_mi,buffalo_ny,"Detroit, MI","Buffalo, NY",0.0,250.0
127,detroit_mi,baltimore_md,"Detroit, MI","Baltimore, MD",0.0,418.0
128,detroit_mi,chattanooga_tn,"Detroit, MI","Chattanooga, TN",0.0,505.0
129,detroit_mi,columbus_in,"Detroit, MI","Columbus, IN",0.0,240.0
130,detroit_mi,dallasfort_worth_tx,"Detroit, MI","Dallas/Fort Worth, TX",0.0,980.0
131,detroit_mi,topeka_ks,"Detroit, MI","Topeka, KS",0.0,677.0
132,detroit_mi,fayetteville_ar,"Detroit, MI","Fayetteville, AR",0.0,714.0
133,detroit_mi,lexington_ky,"Detroit, MI","Lexington, KY",0.0,296.0
134,detroit_mi,little_rock_ar,"Detroit, MI","Little Rock, AR",0.0,700.0
135,detroit_mi,laredo_tx,"Detroit, MI","Laredo, TX",0.0,1354.0
136,detroit_mi,cincinnati_oh,"Detroit, MI","Cincinnati, OH",0.0,221.0
137,detroit_mi,kansas_city_mo,"Detroit, MI","Kansas City, MO",0.0,620.0
138,detroit_mi,chicago_il,"Detroit, MI","Chicago, IL",0.0,220.0
139,detroit_mi,providence_ri,"Detroit, MI","Providence, RI",0.0,624.0
140,detroit_mi,raleighdurham_nc,"Detroit, MI","Raleigh/Durham, NC",0.0,507.0
141,detroit_mi,rocky_mount_nc,"Detroit, MI","Rocky Mount, NC",0.0,534.0
142,detroit_mi,louisville_ky,"Detroit, MI","Louisville, KY",0.0,304.0
143,detroit_mi,shreveport_la,"Detroit, MI","Shreveport, LA",0.0,880.0
144,detroit_mi,salina_ks,"Detroit, MI","Salina, KS",0.0,780.0
145,detroit_mi,st_louis_mo,"Detroit, MI","St. Louis, MO",0.0,433.0
146,detroit_mi,tuscaloosa_al,"Detroit, MI","Tuscaloosa, AL",0.0,661.0
147,detroit_mi,knoxville_tn,"Detroit, MI","Knoxville, TN",0.0,444.0
148,detroit_mi,waukegan_il,"Detroit, MI","Waukegan, IL",0.0,222.0
149,st_louis_mo,san_juan_pr,"St. Louis, MO","San Juan, PR",0.0,2024.0
150,tuscaloosa_al,laredo_tx,"Tuscaloosa, AL","Laredo, TX",0.0,808.0
151,atlanta_ga,dallasfort_worth_tx,"Atlanta, GA","Dallas/Fort Worth, TX",0.0,731.0
152,chicago_il,atlanta_ga,"Chicago, IL","Atlanta, GA",0.0,596.0
153,chicago_il,dallasfort_worth_tx,"Chicago, IL","Dallas/Fort Worth, TX",0.0,802.0
154,dallasfort_worth_tx,atlanta_ga,"Dallas/Fort Worth, TX","Atlanta, GA",0.0,731.0
155,dallasfort_worth_tx,los_angeles_ca,"Dallas/Fort Worth, TX","Los Angeles, CA",0.0,1235.0
156,los_angeles_ca,chicago_il,"Los Angeles, CA","Chicago, IL",0.0,1751.0
157,los_angeles_ca,seattle_wa,"Los Angeles, CA","Seattle, WA",0.0,954.0
158,seattle_wa,anchorage_ak,"Seattle, WA","Anchorage, AK",0.0,1448.0
159,camp_springs_md,wilmington_oh,"Camp Springs, MD","Wilmington, OH",0.0,374.0
160,wilmington_oh,camp_springs_md,"Wilmington, OH","Camp Springs, MD",0.0,374.0
161,orlando_fl,sanford_fl,"Orlando, FL","Sanford, FL",0.0,24.0
162,nantucket_ma,hyannis_ma,"Nantucket, MA","Hyannis, MA",0.0,31.0
163,hyannis_ma,nantucket_ma,"Hyannis, MA","Nantucket, MA",0.0,31.0
164,jacksonville_fl,dallasfort_worth_tx,"Jacksonville, FL","Dallas/Fort Worth, TX",0.0,918.0
165,houston_tx,atlanta_ga,"Houston, TX","Atlanta, GA",0.0,689.0
166,chicago_il,los_angeles_ca,"Chicago, IL","Los Angeles, CA",0.0,1745.0
167,minneapolis_mn,moses_lake_wa,"Minneapolis, MN","Moses Lake, WA",0.0,1259.0
168,minneapolis_mn,el_centro_ca,"Minneapolis, MN","El Centro, CA",0.0,1461.0
169,el_centro_ca,minneapolis_mn,"El Centro, CA","Minneapolis, MN",0.0,1461.0
170,everett_wa,chicago_il,"Everett, WA","Chicago, IL",0.0,1719.0
171,san_juan_pr,cincinnati_oh,"San Juan, PR","Cincinnati, OH",0.0,1808.0
172,atlanta_ga,cincinnati_oh,"Atlanta, GA","Cincinnati, OH",0.0,373.0
173,seattle_wa,cincinnati_oh,"Seattle, WA","Cincinnati, OH",0.0,1964.0
174,seattle_wa,los_angeles_ca,"Seattle, WA","Los Angeles, CA",0.0,959.0
175,seattle_wa,portland_or,"Seattle, WA","Portland, OR",0.0,135.0
176,seattle_wa,san_francisco_ca,"Seattle, WA","San Francisco, CA",0.0,684.0
177,baltimore_md,greensborohigh_point_nc,"Baltimore, MD","Greensboro/High Point, NC",0.0,278.0
178,cincinnati_oh,seattle_wa,"Cincinnati, OH","Seattle, WA",0.0,1964.0
179,cincinnati_oh,baltimore_md,"Cincinnati, OH","Baltimore, MD",0.0,430.0
180,cincinnati_oh,denver_co,"Cincinnati, OH","Denver, CO",0.0,1069.0
181,cincinnati_oh,dallasfort_worth_tx,"Cincinnati, OH","Dallas/Fort Worth, TX",0.0,812.0
182,cincinnati_oh,newark_nj,"Cincinnati, OH","Newark, NJ",0.0,569.0
183,cincinnati_oh,greensborohigh_point_nc,"Cincinnati, OH","Greensboro/High Point, NC",0.0,330.0
184,cincinnati_oh,houston_tx,"Cincinnati, OH","Houston, TX",0.0,871.0
185,cincinnati_oh,new_york_ny,"Cincinnati, OH","New York, NY",0.0,589.0
186,cincinnati_oh,orlando_fl,"Cincinnati, OH","Orlando, FL",0.0,757.0
187,cincinnati_oh,miami_fl,"Cincinnati, OH","Miami, FL",0.0,948.0
188,cincinnati_oh,chicago_il,"Cincinnati, OH","Chicago, IL",0.0,265.0
189,cincinnati_oh,portland_or,"Cincinnati, OH","Portland, OR",0.0,1975.0
190,cincinnati_oh,phoenix_az,"Cincinnati, OH","Phoenix, AZ",0.0,1569.0
191,cincinnati_oh,san_francisco_ca,"Cincinnati, OH","San Francisco, CA",0.0,2036.0
192,denver_co,cincinnati_oh,"Denver, CO","Cincinnati, OH",0.0,1069.0
193,dallasfort_worth_tx,cincinnati_oh,"Dallas/Fort Worth, TX","Cincinnati, OH",0.0,812.0
194,dallasfort_worth_tx,el_paso_tx,"Dallas/Fort Worth, TX","El Paso, TX",0.0,551.0
195,el_paso_tx,dallasfort_worth_tx,"El Paso, TX","Dallas/Fort Worth, TX",0.0,551.0
196,newark_nj,cincinnati_oh,"Newark, NJ","Cincinnati, OH",0.0,569.0
197,greensborohigh_point_nc,cincinnati_oh,"Greensboro/High Point, NC","Cincinnati, OH",0.0,330.0
198,greensborohigh_point_nc,san_juan_pr,"Greensboro/High Point, NC","San Juan, PR",0.0,1484.0
199,houston_tx,cincinnati_oh,"Houston, TX","Cincinnati, OH",0.0,871.0
200,new_york_ny,cincinnati_oh,"New York, NY","Cincinnati, OH",0.0,589.0
201,los_angeles_ca,cincinnati_oh,"Los Angeles, CA","Cincinnati, OH",0.0,1900.0
202,los_angeles_ca,san_francisco_ca,"Los Angeles, CA","San Francisco, CA",0.0,337.0
203,orlando_fl,cincinnati_oh,"Orlando, FL","Cincinnati, OH",0.0,757.0
204,orlando_fl,miami_fl,"Orlando, FL","Miami, FL",0.0,192.0
205,miami_fl,atlanta_ga,"Miami, FL","Atlanta, GA",0.0,594.0
206,miami_fl,cincinnati_oh,"Miami, FL","Cincinnati, OH",0.0,948.0
207,miami_fl,orlando_fl,"Miami, FL","Orlando, FL",0.0,192.0
208,portland_or,seattle_wa,"Portland, OR","Seattle, WA",0.0,135.0
209,phoenix_az,cincinnati_oh,"Phoenix, AZ","Cincinnati, OH",0.0,1569.0
210,phoenix_az,san_diego_ca,"Phoenix, AZ","San Diego, CA",0.0,304.0
211,san_diego_ca,cincinnati_oh,"San Diego, CA","Cincinnati, OH",0.0,1865.0
212,san_diego_ca,phoenix_az,"San Diego, CA","Phoenix, AZ",0.0,304.0
213,san_francisco_ca,seattle_wa,"San Francisco, CA","Seattle, WA",0.0,684.0
214,san_francisco_ca,cincinnati_oh,"San Francisco, CA","Cincinnati, OH",0.0,2036.0
215,san_francisco_ca,los_angeles_ca,"San Francisco, CA","Los Angeles, CA",0.0,337.0
216,allentownbethlehemeaston_pa,scrantonwilkes-barre_pa,"Allentown/Bethlehem/Easton, PA","Scranton/Wilkes-Barre, PA",0.0,50.0
217,allentownbethlehemeaston_pa,indianapolis_in,"Allentown/Bethlehem/Easton, PA","Indianapolis, IN",0.0,578.0
218,allentownbethlehemeaston_pa,memphis_tn,"Allentown/Bethlehem/Easton, PA","Memphis, TN",0.0,883.0
219,abilene_tx,lubbock_tx,"Abilene, TX","Lubbock, TX",0.0,151.0
220,albuquerque_nm,durango_co,"Albuquerque, NM","Durango, CO",0.0,159.0
221,albuquerque_nm,el_paso_tx,"Albuquerque, NM","El Paso, TX",0.0,223.0
222,albuquerque_nm,farmington_nm,"Albuquerque, NM","Farmington, NM",0.0,148.0
223,albuquerque_nm,gallup_nm,"Albuquerque, NM","Gallup, NM",0.0,127.0
224,albuquerque_nm,lubbock_tx,"Albuquerque, NM","Lubbock, TX",0.0,290.0
225,albuquerque_nm,memphis_tn,"Albuquerque, NM","Memphis, TN",0.0,942.0
226,albuquerque_nm,oakland_ca,"Albuquerque, NM","Oakland, CA",0.0,889.0
227,albuquerque_nm,aztec_nm,"Albuquerque, NM","Aztec, NM",0.0,147.0
228,aberdeen_sd,sioux_falls_sd,"Aberdeen, SD","Sioux Falls, SD",0.0,153.0
229,nantucket_ma,providence_ri,"Nantucket, MA","Providence, RI",0.0,78.0
230,arcataeureka_ca,sacramento_ca,"Arcata/Eureka, CA","Sacramento, CA",0.0,207.0
231,kodiak_ak,anchorage_ak,"Kodiak, AK","Anchorage, AK",0.0,253.0
232,dallasfort_worth_tx,austin_tx,"Dallas/Fort Worth, TX","Austin, TX",0.0,194.0
233,dallasfort_worth_tx,denver_co,"Dallas/Fort Worth, TX","Denver, CO",0.0,626.0
234,dallasfort_worth_tx,fort_lauderdale_fl,"Dallas/Fort Worth, TX","Fort Lauderdale, FL",0.0,1136.0
235,dallasfort_worth_tx,harlingensan_benito_tx,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",0.0,466.0
236,dallasfort_worth_tx,houston_tx,"Dallas/Fort Worth, TX","Houston, TX",0.0,238.0
237,dallasfort_worth_tx,wichita_ks,"Dallas/Fort Worth, TX","Wichita, KS",0.0,321.0
238,dallasfort_worth_tx,lubbock_tx,"Dallas/Fort Worth, TX","Lubbock, TX",0.0,265.0
239,dallasfort_worth_tx,midlandodessa_tx,"Dallas/Fort Worth, TX","Midland/Odessa, TX",0.0,294.0
240,dallasfort_worth_tx,oakland_ca,"Dallas/Fort Worth, TX","Oakland, CA",0.0,1439.0
241,dallasfort_worth_tx,ontario_ca,"Dallas/Fort Worth, TX","Ontario, CA",0.0,1171.0
242,dallasfort_worth_tx,san_antonio_tx,"Dallas/Fort Worth, TX","San Antonio, TX",0.0,248.0
243,dallasfort_worth_tx,shreveport_la,"Dallas/Fort Worth, TX","Shreveport, LA",0.0,207.0
244,dallasfort_worth_tx,tulsa_ok,"Dallas/Fort Worth, TX","Tulsa, OK",0.0,236.0
245,albany_ny,newark_nj,"Albany, NY","Newark, NJ",0.0,143.0
246,albany_ny,memphis_tn,"Albany, NY","Memphis, TN",0.0,1019.0
247,albany_ny,rutland_vt,"Albany, NY","Rutland, VT",0.0,69.0
248,anchorage_ak,kodiak_ak,"Anchorage, AK","Kodiak, AK",0.0,253.0
249,anchorage_ak,denver_co,"Anchorage, AK","Denver, CO",0.0,2405.0
250,anchorage_ak,kenai_ak,"Anchorage, AK","Kenai, AK",0.0,59.0
251,anchorage_ak,newark_nj,"Anchorage, AK","Newark, NJ",0.0,3370.0
252,anchorage_ak,fairbanks_ak,"Anchorage, AK","Fairbanks, AK",0.0,261.0
253,anchorage_ak,guam_tt,"Anchorage, AK","Guam, TT",0.0,4586.0
254,anchorage_ak,homer_ak,"Anchorage, AK","Homer, AK",0.0,117.0
255,anchorage_ak,indianapolis_in,"Anchorage, AK","Indianapolis, IN",0.0,3020.0
256,anchorage_ak,memphis_tn,"Anchorage, AK","Memphis, TN",0.0,3153.0
257,anchorage_ak,oakland_ca,"Anchorage, AK","Oakland, CA",0.0,2016.0
258,anchorage_ak,seattle_wa,"Anchorage, AK","Seattle, WA",0.0,1448.0
259,alpena_mi,flint_mi,"Alpena, MI","Flint, MI",0.0,146.0
260,atlanta_ga,columbus_ga,"Atlanta, GA","Columbus, GA",0.0,83.0
261,atlanta_ga,newark_nj,"Atlanta, GA","Newark, NJ",0.0,746.0
262,atlanta_ga,indianapolis_in,"Atlanta, GA","Indianapolis, IN",0.0,432.0
263,atlanta_ga,memphis_tn,"Atlanta, GA","Memphis, TN",0.0,332.0
264,atlanta_ga,salt_lake_city_ut,"Atlanta, GA","Salt Lake City, UT",0.0,1590.0
265,appleton_wi,mosinee_wi,"Appleton, WI","Mosinee, WI",0.0,67.0
266,appleton_wi,memphis_tn,"Appleton, WI","Memphis, TN",0.0,640.0
267,appleton_wi,milwaukee_wi,"Appleton, WI","Milwaukee, WI",0.0,96.0
268,appleton_wi,minneapolis_mn,"Appleton, WI","Minneapolis, MN",0.0,236.0
269,austin_tx,dallasfort_worth_tx,"Austin, TX","Dallas/Fort Worth, TX",0.0,194.0
270,austin_tx,brownwood_tx,"Austin, TX","Brownwood, TX",0.0,134.0
271,austin_tx,el_paso_tx,"Austin, TX","El Paso, TX",0.0,528.0
272,austin_tx,memphis_tn,"Austin, TX","Memphis, TN",0.0,559.0
273,austin_tx,san_angelo_tx,"Austin, TX","San Angelo, TX",0.0,186.0
274,scrantonwilkes-barre_pa,harrisburg_pa,"Scranton/Wilkes-Barre, PA","Harrisburg, PA",0.0,96.0
275,hartford_ct,bridgeport_ct,"Hartford, CT","Bridgeport, CT",0.0,58.0
276,hartford_ct,indianapolis_in,"Hartford, CT","Indianapolis, IN",0.0,729.0
277,hartford_ct,memphis_tn,"Hartford, CT","Memphis, TN",0.0,1049.0
278,scottsbluff_ne,casper_wy,"Scottsbluff, NE","Casper, WY",0.0,163.0
279,bakersfield_ca,ontario_ca,"Bakersfield, CA","Ontario, CA",0.0,126.0
280,mobile_al,birmingham_al,"Mobile, AL","Birmingham, AL",0.0,217.0
281,mobile_al,des_moines_ia,"Mobile, AL","Des Moines, IA",0.0,814.0
282,mobile_al,memphis_tn,"Mobile, AL","Memphis, TN",0.0,324.0
283,bangor_me,manchester_nh,"Bangor, ME","Manchester, NH",0.0,184.0
284,bangor_me,portland_me,"Bangor, ME","Portland, ME",0.0,109.0
285,birmingham_al,mobile_al,"Birmingham, AL","Mobile, AL",0.0,217.0
286,birmingham_al,memphis_tn,"Birmingham, AL","Memphis, TN",0.0,211.0
287,bishop_ca,inyokern_ca,"Bishop, CA","Inyokern, CA",0.0,122.0
288,billings_mt,casper_wy,"Billings, MT","Casper, WY",0.0,225.0
289,billings_mt,denver_co,"Billings, MT","Denver, CO",0.0,455.0
290,billings_mt,great_falls_mt,"Billings, MT","Great Falls, MT",0.0,177.0
291,billings_mt,memphis_tn,"Billings, MT","Memphis, TN",0.0,1224.0
292,billings_mt,springfield_mo,"Billings, MT","Springfield, MO",0.0,980.0
293,bismarckmandan_nd,dickinson_nd,"Bismarck/Mandan, ND","Dickinson, ND",0.0,98.0
294,bismarckmandan_nd,grand_forks_nd,"Bismarck/Mandan, ND","Grand Forks, ND",0.0,186.0
295,bemidji_mn,grand_forks_nd,"Bemidji, MN","Grand Forks, ND",0.0,109.0
296,bellingham_wa,eastsound_wa,"Bellingham, WA","Eastsound, WA",0.0,18.0
297,bellingham_wa,seattle_wa,"Bellingham, WA","Seattle, WA",0.0,93.0
298,nashville_tn,indianapolis_in,"Nashville, TN","Indianapolis, IN",0.0,249.0
299,nashville_tn,memphis_tn,"Nashville, TN","Memphis, TN",0.0,200.0
300,boise_id,casper_wy,"Boise, ID","Casper, WY",0.0,494.0
301,boise_id,memphis_tn,"Boise, ID","Memphis, TN",0.0,1516.0
302,boise_id,salt_lake_city_ut,"Boise, ID","Salt Lake City, UT",0.0,290.0
303,boise_id,tulsa_ok,"Boise, ID","Tulsa, OK",0.0,1190.0
304,boston_ma,newark_nj,"Boston, MA","Newark, NJ",0.0,200.0
305,boston_ma,indianapolis_in,"Boston, MA","Indianapolis, IN",0.0,818.0
306,boston_ma,memphis_tn,"Boston, MA","Memphis, TN",0.0,1139.0
307,boston_ma,manchester_nh,"Boston, MA","Manchester, NH",0.0,45.0
