,source_origin,target_origin,source,target,weight,distance
17821,bendredmond_or,seattle_wa,"Bend/Redmond, OR","Seattle, WA",59.0,228.0
17822,south_bend_in,moline_il,"South Bend, IN","Moline, IL",59.0,218.0
17823,austin_tx,pittsburgh_pa,"Austin, TX","Pittsburgh, PA",59.0,1210.0
17824,houston_tx,fort_wayne_in,"Houston, TX","Fort Wayne, IN",59.0,948.0
17825,pascokennewickrichland_wa,salt_lake_city_ut,"Pasco/Kennewick/Richland, WA","Salt Lake City, UT",59.0,521.0
17826,lewiston_id,pittsburgh_pa,"Lewiston, ID","Pittsburgh, PA",59.0,1877.0
17827,roswell_nm,amarillo_tx,"Roswell, NM","Amarillo, TX",59.0,209.0
17828,pittsburgh_pa,greer_sc,"Pittsburgh, PA","Greer, SC",59.0,401.0
17829,spokane_wa,bullhead_city_az,"Spokane, WA","Bullhead City, AZ",59.0,874.0
17830,orlando_fl,manchester_nh,"Orlando, FL","Manchester, NH",59.0,1142.0
17831,islip_ny,white_plains_ny,"Islip, NY","White Plains, NY",59.0,37.0
17832,panama_city_fl,austin_tx,"Panama City, FL","Austin, TX",59.0,710.0
17833,jacksonville_fl,panama_city_fl,"Jacksonville, FL","Panama City, FL",59.0,245.0
17834,aspen_co,los_angeles_ca,"Aspen, CO","Los Angeles, CA",59.0,737.0
17835,nashville_tn,longview_tx,"Nashville, TN","Longview, TX",59.0,527.0
17836,grand_rapids_mi,tampa_fl,"Grand Rapids, MI","Tampa, FL",59.0,1041.0
17837,washington_dc,grand_rapids_mi,"Washington, DC","Grand Rapids, MI",59.0,524.0
17838,kalamazoo_mi,chicago_il,"Kalamazoo, MI","Chicago, IL",59.0,122.0
17839,des_moines_ia,greer_sc,"Des Moines, IA","Greer, SC",59.0,772.0
17840,philadelphia_pa,champaignurbana_il,"Philadelphia, PA","Champaign/Urbana, IL",59.0,692.0
17841,hoolehua_hi,kona_hi,"Hoolehua, HI","Kona, HI",59.0,119.0
17842,san_antonio_tx,peoria_il,"San Antonio, TX","Peoria, IL",59.0,913.0
17843,charlotte_nc,rochester_ny,"Charlotte, NC","Rochester, NY",59.0,573.0
17844,pueblo_co,newark_nj,"Pueblo, CO","Newark, NJ",59.0,1622.0
17845,san_diego_ca,philadelphia_pa,"San Diego, CA","Philadelphia, PA",59.0,2370.0
17846,kansas_city_mo,north_platte_ne,"Kansas City, MO","North Platte, NE",59.0,340.0
17847,provo_ut,eugene_or,"Provo, UT","Eugene, OR",59.0,648.0
17848,tampa_fl,louisville_ky,"Tampa, FL","Louisville, KY",59.0,727.0
17849,sarasotabradenton_fl,richmond_va,"Sarasota/Bradenton, FL","Richmond, VA",59.0,760.0
17850,dayton_oh,white_plains_ny,"Dayton, OH","White Plains, NY",59.0,559.0
17851,melbourne_fl,valparaiso_fl,"Melbourne, FL","Valparaiso, FL",59.0,391.0
17852,houston_tx,monterey_ca,"Houston, TX","Monterey, CA",59.0,1607.0
17853,des_moines_ia,tucson_az,"Des Moines, IA","Tucson, AZ",59.0,1154.0
17854,walla_walla_wa,portland_or,"Walla Walla, WA","Portland, OR",59.0,211.0
17855,boston_ma,houston_tx,"Boston, MA","Houston, TX",59.0,1609.0
17856,milwaukee_wi,madison_wi,"Milwaukee, WI","Madison, WI",59.0,74.0
17857,wichita_ks,tunica_ms,"Wichita, KS","Tunica, MS",59.0,446.0
17858,victorville_ca,tacoma_wa,"Victorville, CA","Tacoma, WA",59.0,905.0
17859,stockton_ca,san_jose_ca,"Stockton, CA","San Jose, CA",59.0,53.0
17860,palm_springs_ca,durango_co,"Palm Springs, CA","Durango, CO",59.0,544.0
17861,chicago_il,roswell_nm,"Chicago, IL","Roswell, NM",59.0,1088.0
17862,missoula_mt,salt_lake_city_ut,"Missoula, MT","Salt Lake City, UT",59.0,436.0
17863,helena_mt,minneapolis_mn,"Helena, MT","Minneapolis, MN",59.0,913.0
17864,reno_nv,baltimore_md,"Reno, NV","Baltimore, MD",59.0,2286.0
17865,norfolk_va,duluth_mn,"Norfolk, VA","Duluth, MN",59.0,1070.0
17866,west_palm_beachpalm_beach_fl,baltimore_md,"West Palm Beach/Palm Beach, FL","Baltimore, MD",59.0,883.0
17867,gillette_wy,denver_co,"Gillette, WY","Denver, CO",60.0,313.0
17868,burlington_vt,dayton_oh,"Burlington, VT","Dayton, OH",60.0,649.0
17869,white_plains_ny,dayton_oh,"White Plains, NY","Dayton, OH",60.0,559.0
17870,san_diego_ca,chicago_il,"San Diego, CA","Chicago, IL",60.0,1723.0
17871,tunica_ms,wichita_falls_tx,"Tunica, MS","Wichita Falls, TX",60.0,468.0
17872,tampa_fl,seattle_wa,"Tampa, FL","Seattle, WA",60.0,2520.0
17873,columbus_oh,evansville_in,"Columbus, OH","Evansville, IN",60.0,284.0
17874,fort_collinsloveland_co,bullhead_city_az,"Fort Collins/Loveland, CO","Bullhead City, AZ",60.0,637.0
17875,dallasfort_worth_tx,garden_city_ks,"Dallas/Fort Worth, TX","Garden City, KS",60.0,404.0
17876,albuquerque_nm,kansas_city_mo,"Albuquerque, NM","Kansas City, MO",60.0,718.0
17877,salt_lake_city_ut,cheyenne_wy,"Salt Lake City, UT","Cheyenne, WY",60.0,376.0
17878,milwaukee_wi,seattle_wa,"Milwaukee, WI","Seattle, WA",60.0,1694.0
17879,st_louis_mo,wichita_falls_tx,"St. Louis, MO","Wichita Falls, TX",60.0,559.0
17880,spokane_wa,pocatello_id,"Spokane, WA","Pocatello, ID",60.0,405.0
17881,nashville_tn,jacksonvicksburg_ms,"Nashville, TN","Jackson/Vicksburg, MS",60.0,327.0
17882,oakland_ca,lanai_hi,"Oakland, CA","Lanai, HI",60.0,2380.0
17883,chicago_il,great_falls_mt,"Chicago, IL","Great Falls, MT",60.0,1210.0
17884,san_antonio_tx,las_vegas_nv,"San Antonio, TX","Las Vegas, NV",60.0,1069.0
17885,daytona_beach_fl,bristoljohnson_citykingsport_tn,"Daytona Beach, FL","Bristol/Johnson City/Kingsport, TN",60.0,509.0
17886,kansas_city_mo,springfield_il,"Kansas City, MO","Springfield, IL",60.0,271.0
17887,bullhead_city_az,chicago_il,"Bullhead City, AZ","Chicago, IL",60.0,1517.0
17888,toledo_oh,bullhead_city_az,"Toledo, OH","Bullhead City, AZ",60.0,1718.0
17889,tunica_ms,baltimore_md,"Tunica, MS","Baltimore, MD",60.0,817.0
17890,richmond_va,south_bend_in,"Richmond, VA","South Bend, IN",60.0,560.0
17891,des_moines_ia,grand_rapids_mi,"Des Moines, IA","Grand Rapids, MI",60.0,428.0
17892,norfolk_va,rockford_il,"Norfolk, VA","Rockford, IL",60.0,779.0
17893,greensborohigh_point_nc,tunica_ms,"Greensboro/High Point, NC","Tunica, MS",60.0,595.0
17894,san_francisco_ca,milwaukee_wi,"San Francisco, CA","Milwaukee, WI",60.0,1845.0
17895,chattanooga_tn,sanford_fl,"Chattanooga, TN","Sanford, FL",60.0,490.0
17896,lansing_mi,washington_dc,"Lansing, MI","Washington, DC",60.0,479.0
17897,providence_ri,milwaukee_wi,"Providence, RI","Milwaukee, WI",60.0,846.0
17898,dallasfort_worth_tx,cedar_city_ut,"Dallas/Fort Worth, TX","Cedar City, UT",60.0,965.0
17899,palm_springs_ca,tucson_az,"Palm Springs, CA","Tucson, AZ",60.0,344.0
17900,tampa_fl,buffalo_ny,"Tampa, FL","Buffalo, NY",60.0,1053.0
17901,kansas_city_mo,bedford_ma,"Kansas City, MO","Bedford, MA",60.0,1242.0
17902,san_francisco_ca,wichita_ks,"San Francisco, CA","Wichita, KS",60.0,1364.0
17903,latrobe_pa,pittsburgh_pa,"Latrobe, PA","Pittsburgh, PA",60.0,46.0
17904,portland_or,hillsboro_or,"Portland, OR","Hillsboro, OR",60.0,17.0
17905,baltimore_md,ontario_ca,"Baltimore, MD","Ontario, CA",60.0,2283.0
17906,miami_fl,st_augustine_fl,"Miami, FL","St. Augustine, FL",60.0,294.0
17907,st_petersburg_fl,washington_dc,"St. Petersburg, FL","Washington, DC",60.0,818.0
17908,manchester_nh,tunica_ms,"Manchester, NH","Tunica, MS",60.0,1165.0
17909,miami_fl,cedar_rapidsiowa_city_ia,"Miami, FL","Cedar Rapids/Iowa City, IA",60.0,1286.0
17910,chicago_il,lafayette_la,"Chicago, IL","Lafayette, LA",60.0,843.0
17911,amarillo_tx,little_rock_ar,"Amarillo, TX","Little Rock, AR",61.0,539.0
17912,sarasotabradenton_fl,chattanooga_tn,"Sarasota/Bradenton, FL","Chattanooga, TN",61.0,549.0
17913,madison_wi,moline_il,"Madison, WI","Moline, IL",61.0,131.0
17914,kansas_city_mo,colorado_springs_co,"Kansas City, MO","Colorado Springs, CO",61.0,538.0
17915,charlotte_nc,dallasfort_worth_tx,"Charlotte, NC","Dallas/Fort Worth, TX",61.0,936.0
17916,memphis_tn,scrantonwilkes-barre_pa,"Memphis, TN","Scranton/Wilkes-Barre, PA",61.0,888.0
17917,denver_co,jackson_wy,"Denver, CO","Jackson, WY",61.0,406.0
17918,philadelphia_pa,san_francisco_ca,"Philadelphia, PA","San Francisco, CA",61.0,2521.0
17919,cincinnati_oh,san_diego_ca,"Cincinnati, OH","San Diego, CA",61.0,1865.0
17920,grand_canyon_az,mesquite_nv,"Grand Canyon, AZ","Mesquite, NV",61.0,123.0
17921,daytona_beach_fl,concord_nc,"Daytona Beach, FL","Concord, NC",61.0,428.0
17922,phoenix_az,columbus_oh,"Phoenix, AZ","Columbus, OH",61.0,1670.0
17923,kansas_city_mo,las_vegas_nv,"Kansas City, MO","Las Vegas, NV",61.0,1139.0
17924,kansas_city_mo,fort_wayne_in,"Kansas City, MO","Fort Wayne, IN",61.0,517.0
17925,dallasfort_worth_tx,baton_rouge_la,"Dallas/Fort Worth, TX","Baton Rouge, LA",61.0,383.0
17926,melbourne_fl,atlanta_ga,"Melbourne, FL","Atlanta, GA",61.0,442.0
17927,new_york_ny,pontiac_mi,"New York, NY","Pontiac, MI",61.0,510.0
17928,bullhead_city_az,san_francisco_ca,"Bullhead City, AZ","San Francisco, CA",61.0,467.0
17929,oklahoma_city_ok,columbus_oh,"Oklahoma City, OK","Columbus, OH",61.0,865.0
17930,harlingensan_benito_tx,miami_fl,"Harlingen/San Benito, TX","Miami, FL",61.0,1080.0
17931,colorado_springs_co,bullhead_city_az,"Colorado Springs, CO","Bullhead City, AZ",61.0,600.0
17932,sanford_fl,wichita_ks,"Sanford, FL","Wichita, KS",61.0,1117.0
17933,jacksonville_fl,south_bend_in,"Jacksonville, FL","South Bend, IN",61.0,815.0
17934,bakersfield_ca,el_paso_tx,"Bakersfield, CA","El Paso, TX",61.0,772.0
17935,san_francisco_ca,lincoln_ne,"San Francisco, CA","Lincoln, NE",61.0,1387.0
17936,bedford_ma,islip_ny,"Bedford, MA","Islip, NY",61.0,149.0
17937,chicopee_falls_ma,boston_ma,"Chicopee Falls, MA","Boston, MA",61.0,79.0
17938,dayton_oh,greenville_ms,"Dayton, OH","Greenville, MS",61.0,580.0
17939,savannah_ga,tunica_ms,"Savannah, GA","Tunica, MS",61.0,557.0
17940,dallasfort_worth_tx,scrantonwilkes-barre_pa,"Dallas/Fort Worth, TX","Scranton/Wilkes-Barre, PA",61.0,1308.0
17941,jacksonvicksburg_ms,chattanooga_tn,"Jackson/Vicksburg, MS","Chattanooga, TN",61.0,338.0
17942,roanoke_va,tunica_ms,"Roanoke, VA","Tunica, MS",61.0,609.0
17943,nashville_tn,bloomingtonnormal_il,"Nashville, TN","Bloomington/Normal, IL",61.0,324.0
17944,south_bend_in,kalamazoo_mi,"South Bend, IN","Kalamazoo, MI",61.0,54.0
17945,dayton_oh,beaumontport_arthur_tx,"Dayton, OH","Beaumont/Port Arthur, TX",62.0,882.0
17946,monterey_ca,houston_tx,"Monterey, CA","Houston, TX",62.0,1607.0
17947,tunica_ms,latrobe_pa,"Tunica, MS","Latrobe, PA",62.0,713.0
17948,phoenix_az,harlingensan_benito_tx,"Phoenix, AZ","Harlingen/San Benito, TX",62.0,971.0
17949,abilene_tx,corpus_christi_tx,"Abilene, TX","Corpus Christi, TX",62.0,345.0
17950,fargo_nd,minot_nd,"Fargo, ND","Minot, ND",62.0,228.0
17951,atlanta_ga,grand_rapids_mi,"Atlanta, GA","Grand Rapids, MI",62.0,640.0
17952,nashville_tn,newburghpoughkeepsie_ny,"Nashville, TN","Newburgh/Poughkeepsie, NY",62.0,772.0
17953,columbus_oh,scrantonwilkes-barre_pa,"Columbus, OH","Scranton/Wilkes-Barre, PA",62.0,388.0
17954,albuquerque_nm,st_louis_mo,"Albuquerque, NM","St. Louis, MO",62.0,934.0
17955,louisville_ky,allentownbethlehemeaston_pa,"Louisville, KY","Allentown/Bethlehem/Easton, PA",62.0,576.0
17956,des_moines_ia,pittsburgh_pa,"Des Moines, IA","Pittsburgh, PA",62.0,705.0
17957,austin_tx,bullhead_city_az,"Austin, TX","Bullhead City, AZ",62.0,1040.0
17958,cherry_point_nc,yuma_az,"Cherry Point, NC","Yuma, AZ",62.0,2164.0
17959,charlotte_amalie_vi,newark_nj,"Charlotte Amalie, VI","Newark, NJ",62.0,1634.0
17960,denver_co,dayton_oh,"Denver, CO","Dayton, OH",62.0,1085.0
17961,st_petersburg_fl,seattle_wa,"St. Petersburg, FL","Seattle, WA",62.0,2516.0
17962,lansing_mi,atlanta_ga,"Lansing, MI","Atlanta, GA",62.0,631.0
17963,fort_myers_fl,white_plains_ny,"Fort Myers, FL","White Plains, NY",62.0,1102.0
17964,st_louis_mo,west_palm_beachpalm_beach_fl,"St. Louis, MO","West Palm Beach/Palm Beach, FL",62.0,1023.0
17965,baltimore_md,tunica_ms,"Baltimore, MD","Tunica, MS",62.0,817.0
17966,fort_lauderdale_fl,tulsa_ok,"Fort Lauderdale, FL","Tulsa, OK",62.0,1162.0
17967,minneapolis_mn,palm_springs_ca,"Minneapolis, MN","Palm Springs, CA",62.0,1454.0
17968,new_orleans_la,baltimore_md,"New Orleans, LA","Baltimore, MD",62.0,998.0
17969,seattle_wa,bendredmond_or,"Seattle, WA","Bend/Redmond, OR",62.0,228.0
17970,little_rock_ar,amarillo_tx,"Little Rock, AR","Amarillo, TX",62.0,539.0
17971,san_antonio_tx,victoria_tx,"San Antonio, TX","Victoria, TX",62.0,105.0
17972,victoria_tx,houston_tx,"Victoria, TX","Houston, TX",62.0,123.0
17973,salt_lake_city_ut,durango_co,"Salt Lake City, UT","Durango, CO",62.0,339.0
17974,atlantic_city_nj,milwaukee_wi,"Atlantic City, NJ","Milwaukee, WI",62.0,734.0
17975,detroit_mi,lincoln_ne,"Detroit, MI","Lincoln, NE",62.0,692.0
17976,burlington_vt,jacksonvicksburg_ms,"Burlington, VT","Jackson/Vicksburg, MS",62.0,1239.0
17977,richmond_va,fort_myers_fl,"Richmond, VA","Fort Myers, FL",62.0,799.0
17978,long_beach_ca,st_petersburg_fl,"Long Beach, CA","St. Petersburg, FL",62.0,2136.0
17979,kansas_city_mo,greensborohigh_point_nc,"Kansas City, MO","Greensboro/High Point, NC",62.0,838.0
17980,san_diego_ca,milwaukee_wi,"San Diego, CA","Milwaukee, WI",62.0,1739.0
17981,branson_mo,birmingham_al,"Branson, MO","Birmingham, AL",62.0,419.0
17982,buffalo_ny,tampa_fl,"Buffalo, NY","Tampa, FL",62.0,1053.0
17983,austin_tx,durango_co,"Austin, TX","Durango, CO",62.0,753.0
17984,tunica_ms,greer_sc,"Tunica, MS","Greer, SC",62.0,462.0
17985,seattle_wa,hayden_co,"Seattle, WA","Hayden, CO",62.0,891.0
17986,albuquerque_nm,moline_il,"Albuquerque, NM","Moline, IL",62.0,979.0
17987,oakland_ca,south_bend_in,"Oakland, CA","South Bend, IN",63.0,1919.0
17988,idaho_falls_id,spokane_wa,"Idaho Falls, ID","Spokane, WA",63.0,388.0
17989,rome_ny,atlantic_city_nj,"Rome, NY","Atlantic City, NJ",63.0,264.0
17990,guam_tt,port_hueneme_ca,"Guam, TT","Port Hueneme, CA",63.0,6035.0
17991,raleighdurham_nc,new_orleans_la,"Raleigh/Durham, NC","New Orleans, LA",63.0,779.0
17992,duluth_mn,bedford_ma,"Duluth, MN","Bedford, MA",63.0,1070.0
17993,portland_or,bullhead_city_az,"Portland, OR","Bullhead City, AZ",63.0,834.0
17994,albuquerque_nm,des_moines_ia,"Albuquerque, NM","Des Moines, IA",63.0,833.0
17995,evansville_in,indianapolis_in,"Evansville, IN","Indianapolis, IN",63.0,134.0
17996,cincinnati_oh,cheyenne_wy,"Cincinnati, OH","Cheyenne, WY",63.0,1075.0
17997,jacksonville_fl,st_louis_mo,"Jacksonville, FL","St. Louis, MO",63.0,753.0
17998,idaho_falls_id,missoula_mt,"Idaho Falls, ID","Missoula, MT",63.0,255.0
17999,saginawbay_citymidland_mi,minneapolis_mn,"Saginaw/Bay City/Midland, MI","Minneapolis, MN",63.0,463.0
18000,newburghpoughkeepsie_ny,augusta_ga,"Newburgh/Poughkeepsie, NY","Augusta, GA",63.0,707.0
18001,greer_sc,tunica_ms,"Greer, SC","Tunica, MS",63.0,462.0
18002,great_bend_ks,hays_ks,"Great Bend, KS","Hays, KS",63.0,41.0
18003,new_orleans_la,salt_lake_city_ut,"New Orleans, LA","Salt Lake City, UT",63.0,1428.0
18004,chicago_il,colorado_springs_co,"Chicago, IL","Colorado Springs, CO",63.0,911.0
18005,pittsburgh_pa,midlandodessa_tx,"Pittsburgh, PA","Midland/Odessa, TX",63.0,1357.0
18006,washington_dc,kalamazoo_mi,"Washington, DC","Kalamazoo, MI",63.0,505.0
18007,houston_tx,madison_wi,"Houston, TX","Madison, WI",63.0,966.0
18008,philadelphia_pa,grand_rapids_mi,"Philadelphia, PA","Grand Rapids, MI",63.0,573.0
18009,el_paso_tx,los_alamitos_ca,"El Paso, TX","Los Alamitos, CA",63.0,692.0
18010,alexandria_la,dallas_tx,"Alexandria, LA","Dallas, TX",63.0,273.0
18011,killeen_tx,wichita_falls_tx,"Killeen, TX","Wichita Falls, TX",63.0,205.0
18012,white_plains_ny,south_bend_in,"White Plains, NY","South Bend, IN",63.0,656.0
18013,fort_myers_fl,minneapolis_mn,"Fort Myers, FL","Minneapolis, MN",63.0,1416.0
18014,minneapolis_mn,aberdeen_sd,"Minneapolis, MN","Aberdeen, SD",63.0,257.0
18015,boston_ma,st_petersburg_fl,"Boston, MA","St. Petersburg, FL",63.0,1193.0
18016,atlanta_ga,lansing_mi,"Atlanta, GA","Lansing, MI",63.0,631.0
18017,baltimore_md,colorado_springs_co,"Baltimore, MD","Colorado Springs, CO",63.0,1503.0
18018,concord_nc,detroit_mi,"Concord, NC","Detroit, MI",63.0,496.0
18019,spokane_wa,sanford_fl,"Spokane, WA","Sanford, FL",63.0,2332.0
18020,tulsa_ok,fort_lauderdale_fl,"Tulsa, OK","Fort Lauderdale, FL",63.0,1162.0
18021,baltimore_md,denver_co,"Baltimore, MD","Denver, CO",63.0,1491.0
18022,roanoke_va,portland_or,"Roanoke, VA","Portland, OR",63.0,2257.0
18023,missoula_mt,rockford_il,"Missoula, MT","Rockford, IL",63.0,1270.0
18024,newark_nj,daytona_beach_fl,"Newark, NJ","Daytona Beach, FL",63.0,884.0
18025,saginawbay_citymidland_mi,grand_rapids_mi,"Saginaw/Bay City/Midland, MI","Grand Rapids, MI",63.0,86.0
18026,chicago_il,fort_lauderdale_fl,"Chicago, IL","Fort Lauderdale, FL",63.0,1182.0
18027,bedford_ma,mansfield_oh,"Bedford, MA","Mansfield, OH",63.0,592.0
18028,gainesville_fl,mobile_al,"Gainesville, FL","Mobile, AL",63.0,364.0
18029,santa_ana_ca,dallasfort_worth_tx,"Santa Ana, CA","Dallas/Fort Worth, TX",63.0,1205.0
18030,gary_in,sanford_fl,"Gary, IN","Sanford, FL",63.0,951.0
18031,st_louis_mo,norfolk_va,"St. Louis, MO","Norfolk, VA",63.0,785.0
18032,bozeman_mt,salt_lake_city_ut,"Bozeman, MT","Salt Lake City, UT",63.0,347.0
18033,savannah_ga,chicago_il,"Savannah, GA","Chicago, IL",63.0,773.0
18034,cincinnati_oh,providence_ri,"Cincinnati, OH","Providence, RI",63.0,722.0
18035,greenville_ms,dayton_oh,"Greenville, MS","Dayton, OH",64.0,580.0
18036,des_moines_ia,nashville_tn,"Des Moines, IA","Nashville, TN",64.0,530.0
18037,moline_il,memphis_tn,"Moline, IL","Memphis, TN",64.0,443.0
18038,concord_nc,manchester_nh,"Concord, NC","Manchester, NH",64.0,719.0
18039,richmond_va,west_palm_beachpalm_beach_fl,"Richmond, VA","West Palm Beach/Palm Beach, FL",64.0,763.0
18040,key_west_fl,melbourne_fl,"Key West, FL","Melbourne, FL",64.0,254.0
18041,santa_maria_ca,palm_springs_ca,"Santa Maria, CA","Palm Springs, CA",64.0,238.0
18042,wichita_ks,fayetteville_ar,"Wichita, KS","Fayetteville, AR",64.0,197.0
18043,burlington_vt,grand_rapids_mi,"Burlington, VT","Grand Rapids, MI",64.0,629.0
18044,sarasotabradenton_fl,st_petersburg_fl,"Sarasota/Bradenton, FL","St. Petersburg, FL",64.0,36.0
18045,baltimore_md,oklahoma_city_ok,"Baltimore, MD","Oklahoma City, OK",64.0,1180.0
18046,dayton_oh,st_louis_mo,"Dayton, OH","St. Louis, MO",64.0,339.0
18047,birmingham_al,minneapolis_mn,"Birmingham, AL","Minneapolis, MN",64.0,854.0
18048,new_orleans_la,colorado_springs_co,"New Orleans, LA","Colorado Springs, CO",64.0,1023.0
18049,charlotte_nc,key_west_fl,"Charlotte, NC","Key West, FL",64.0,736.0
18050,indianapolis_in,austin_tx,"Indianapolis, IN","Austin, TX",64.0,919.0
18051,binghamton_ny,detroit_mi,"Binghamton, NY","Detroit, MI",64.0,378.0
18052,atlantic_city_nj,toledo_oh,"Atlantic City, NJ","Toledo, OH",64.0,507.0
18053,toledo_oh,atlantic_city_nj,"Toledo, OH","Atlantic City, NJ",64.0,507.0
18054,san_antonio_tx,madison_wi,"San Antonio, TX","Madison, WI",64.0,1066.0
18055,lansing_mi,miami_fl,"Lansing, MI","Miami, FL",64.0,1196.0
18056,el_paso_tx,des_moines_ia,"El Paso, TX","Des Moines, IA",64.0,972.0
18057,palm_springs_ca,long_beach_ca,"Palm Springs, CA","Long Beach, CA",64.0,95.0
18058,minneapolis_mn,international_falls_mn,"Minneapolis, MN","International Falls, MN",64.0,255.0
18059,albuquerque_nm,salt_lake_city_ut,"Albuquerque, NM","Salt Lake City, UT",64.0,493.0
18060,dayton_oh,asheville_nc,"Dayton, OH","Asheville, NC",64.0,321.0
18061,modesto_ca,bullhead_city_az,"Modesto, CA","Bullhead City, AZ",64.0,395.0
18062,minneapolis_mn,great_falls_mt,"Minneapolis, MN","Great Falls, MT",64.0,887.0
18063,state_college_pa,peoria_il,"State College, PA","Peoria, IL",64.0,621.0
18064,pueblo_co,oakland_ca,"Pueblo, CO","Oakland, CA",64.0,967.0
18065,south_bend_in,pueblo_co,"South Bend, IN","Pueblo, CO",64.0,991.0
18066,omaha_ne,greer_sc,"Omaha, NE","Greer, SC",64.0,865.0
18067,pensacola_fl,charleston_sc,"Pensacola, FL","Charleston, SC",64.0,453.0
18068,bemidji_mn,sioux_falls_sd,"Bemidji, MN","Sioux Falls, SD",64.0,285.0
18069,washington_dc,hilton_head_sc,"Washington, DC","Hilton Head, SC",64.0,501.0
18070,bloomingtonnormal_il,chattanooga_tn,"Bloomington/Normal, IL","Chattanooga, TN",64.0,427.0
18071,houston_tx,beaumontport_arthur_tx,"Houston, TX","Beaumont/Port Arthur, TX",64.0,79.0
18072,orlando_fl,greer_sc,"Orlando, FL","Greer, SC",64.0,449.0
18073,raleighdurham_nc,west_palm_beachpalm_beach_fl,"Raleigh/Durham, NC","West Palm Beach/Palm Beach, FL",64.0,638.0
18074,austin_tx,palm_springs_ca,"Austin, TX","Palm Springs, CA",64.0,1132.0
18075,manchester_nh,atlanta_ga,"Manchester, NH","Atlanta, GA",64.0,952.0
18076,austin_tx,richmond_va,"Austin, TX","Richmond, VA",64.0,1271.0
18077,lakeland_fl,new_orleans_la,"Lakeland, FL","New Orleans, LA",65.0,518.0
18078,newark_nj,birmingham_al,"Newark, NJ","Birmingham, AL",65.0,850.0
18079,salt_lake_city_ut,midlandodessa_tx,"Salt Lake City, UT","Midland/Odessa, TX",65.0,817.0
18080,albuquerque_nm,dallas_tx,"Albuquerque, NM","Dallas, TX",65.0,580.0
18081,greer_sc,panama_city_fl,"Greer, SC","Panama City, FL",65.0,376.0
18082,albany_ny,college_stationbryan_tx,"Albany, NY","College Station/Bryan, TX",65.0,1500.0
18083,portland_me,greer_sc,"Portland, ME","Greer, SC",65.0,877.0
18084,medford_or,san_jose_ca,"Medford, OR","San Jose, CA",65.0,349.0
18085,college_stationbryan_tx,albany_ny,"College Station/Bryan, TX","Albany, NY",65.0,1500.0
18086,palm_springs_ca,san_francisco_ca,"Palm Springs, CA","San Francisco, CA",65.0,421.0
18087,kansas_city_mo,albany_ny,"Kansas City, MO","Albany, NY",65.0,1115.0
18088,kalispell_mt,des_moines_ia,"Kalispell, MT","Des Moines, IA",65.0,1109.0
18089,los_angeles_ca,midlandodessa_tx,"Los Angeles, CA","Midland/Odessa, TX",65.0,951.0
18090,lewiston_id,pascokennewickrichland_wa,"Lewiston, ID","Pasco/Kennewick/Richland, WA",65.0,101.0
18091,austin_tx,dubuque_ia,"Austin, TX","Dubuque, IA",65.0,926.0
18092,milwaukee_wi,rochester_mn,"Milwaukee, WI","Rochester, MN",65.0,241.0
18093,oakland_ca,grand_junction_co,"Oakland, CA","Grand Junction, CO",65.0,749.0
18094,wendover_ut,modesto_ca,"Wendover, UT","Modesto, CA",65.0,428.0
18095,bullhead_city_az,baton_rouge_la,"Bullhead City, AZ","Baton Rouge, LA",65.0,1395.0
18096,new_orleans_la,charleston_sc,"New Orleans, LA","Charleston, SC",65.0,636.0
18097,mosinee_wi,las_vegas_nv,"Mosinee, WI","Las Vegas, NV",65.0,1464.0
18098,bullhead_city_az,amarillo_tx,"Bullhead City, AZ","Amarillo, TX",65.0,727.0
18099,tunica_ms,minneapolis_mn,"Tunica, MS","Minneapolis, MN",65.0,720.0
18100,albany_ny,madison_wi,"Albany, NY","Madison, WI",65.0,787.0
18101,akron_oh,pensacola_fl,"Akron, OH","Pensacola, FL",65.0,789.0
18102,hagerstown_md,washington_dc,"Hagerstown, MD","Washington, DC",65.0,54.0
18103,nashville_tn,akron_oh,"Nashville, TN","Akron, OH",65.0,435.0
18104,sarasotabradenton_fl,gainesville_fl,"Sarasota/Bradenton, FL","Gainesville, FL",65.0,159.0
18105,tunica_ms,cincinnati_oh,"Tunica, MS","Cincinnati, OH",65.0,435.0
18106,new_orleans_la,scrantonwilkes-barre_pa,"New Orleans, LA","Scranton/Wilkes-Barre, PA",65.0,1129.0
18107,bullhead_city_az,colorado_springs_co,"Bullhead City, AZ","Colorado Springs, CO",65.0,600.0
18108,minot_nd,rochester_mn,"Minot, ND","Rochester, MN",65.0,517.0
18109,oklahoma_city_ok,fort_wayne_in,"Oklahoma City, OK","Fort Wayne, IN",65.0,776.0
18110,tunica_ms,cleveland_oh,"Tunica, MS","Cleveland, OH",65.0,655.0
18111,kansas_city_mo,harrisburg_pa,"Kansas City, MO","Harrisburg, PA",65.0,956.0
18112,columbia_mo,st_louis_mo,"Columbia, MO","St. Louis, MO",65.0,100.0
18113,denver_co,columbia_mo,"Denver, CO","Columbia, MO",65.0,670.0
18114,syracuse_ny,st_louis_mo,"Syracuse, NY","St. Louis, MO",65.0,804.0
18115,milwaukee_wi,fort_lauderdale_fl,"Milwaukee, WI","Fort Lauderdale, FL",65.0,1243.0
18116,bradford_pa,cleveland_oh,"Bradford, PA","Cleveland, OH",65.0,169.0
