YearMonth,source,target,Rides planned,Final arrival delay,Final arrival cancelled,Completely cancelled,Intermediate arrival delays,Proportion delayed,Significant Delay
2019-01,Schiphol Airport,Sassenheim,311,0,311,0,0,0.0,False
2019-01,Schiphol Airport,Utrecht Centraal,94,29,0,0,36,0.30851063829787234,True
2019-01,Schiphol Airport,Venlo,914,239,19,0,873,0.2614879649890591,True
2019-01,Sittard,Heerlen,152,81,0,0,81,0.5328947368421053,True
2019-01,Tiel,Utrecht Centraal,534,83,2,1,314,0.15572232645403378,False
2019-01,Tiel,Woerden,616,106,65,3,310,0.1729200652528548,False
2019-01,Tilburg,'s-Hertogenbosch,7,0,0,0,0,0.0,False
2019-01,Tilburg,Dordrecht,22,13,0,0,17,0.5909090909090909,True
2019-01,Tilburg,Roosendaal,7,1,0,0,1,0.14285714285714285,False
2019-01,Tilburg Universiteit,Eindhoven Centraal,1050,176,8,6,572,0.1685823754789272,False
2019-01,Uitgeest,Amsterdam Centraal,90,19,4,4,44,0.22093023255813954,True
2019-01,Uitgeest,Heiloo,12,0,12,0,0,0.0,False
2019-01,Uitgeest,Rhenen,440,67,47,41,344,0.16791979949874686,False
2019-01,Uitgeest,Rotterdam Centraal,1086,338,11,1,929,0.31152073732718893,True
2019-01,Uitgeest,Utrecht Centraal,66,12,6,6,48,0.2,True
2019-01,Uitgeest,Veenendaal Centrum,44,25,4,4,37,0.625,True
2019-01,Utrecht Centraal,'s-Hertogenbosch,36,15,0,0,26,0.4166666666666667,True
2019-01,Utrecht Centraal,Almere Centrum,894,180,68,59,452,0.2155688622754491,True
2019-01,Utrecht Centraal,Almere Oostvaarders,74,4,0,0,43,0.05405405405405406,False
2019-01,Utrecht Centraal,Amersfoort Centraal,16,4,0,0,4,0.25,True
2019-01,Utrecht Centraal,Amersfoort Schothorst,4,1,0,0,1,0.25,True
2019-01,Utrecht Centraal,Amsterdam Centraal,44,8,0,0,24,0.18181818181818182,False
2019-01,Utrecht Centraal,Amsterdam Zuid,60,27,0,0,45,0.45,True
2019-01,Utrecht Centraal,Arnhem Centraal,8,6,0,0,6,0.75,True
2019-01,Utrecht Centraal,Baarn,1119,50,22,19,934,0.045454545454545456,False
2019-01,Utrecht Centraal,Breukelen,115,16,7,7,25,0.14814814814814814,False
2019-01,Utrecht Centraal,Den Haag Centraal,928,159,43,40,272,0.17905405405405406,False
2019-01,Utrecht Centraal,Den Helder,16,4,0,0,14,0.25,True
2019-01,Utrecht Centraal,Eindhoven Centraal,8,1,1,0,2,0.125,False
2019-01,Utrecht Centraal,Enkhuizen,8,2,1,1,5,0.2857142857142857,True
2019-01,Utrecht Centraal,Enschede,4,0,0,0,1,0.0,False
2019-01,Utrecht Centraal,Geldermalsen,13,1,0,0,2,0.07692307692307693,False
2019-01,Utrecht Centraal,Gouda,29,3,0,0,26,0.10344827586206896,False
2019-01,Utrecht Centraal,Groningen,4,3,0,0,3,0.75,True
2019-01,Utrecht Centraal,Hilversum,121,2,0,0,47,0.01652892561983471,False
2019-01,Utrecht Centraal,Hoofddorp,810,98,30,7,527,0.12204234122042341,False
2019-01,Utrecht Centraal,Houten Castellum,396,72,48,47,88,0.20630372492836677,True
2019-01,Utrecht Centraal,Leeuwarden,22,9,0,0,12,0.4090909090909091,True
2019-01,Utrecht Centraal,Leiden Centraal,1159,333,22,10,546,0.2898172323759791,True
2019-01,Utrecht Centraal,Lelystad Centrum,8,1,0,0,6,0.125,False
2019-01,Utrecht Centraal,Maastricht,22,12,0,0,15,0.5454545454545454,True
2019-01,Utrecht Centraal,Nijmegen,97,45,8,4,87,0.4838709677419355,True
2019-01,Utrecht Centraal,Rhenen,44,26,2,2,37,0.6190476190476191,True
2019-01,Utrecht Centraal,Rotterdam Centraal,1079,325,39,34,575,0.31100478468899523,True
2019-01,Utrecht Centraal,Schiphol Airport,137,53,3,3,91,0.39552238805970147,True
2019-01,Utrecht Centraal,Tiel,517,41,3,2,171,0.07961165048543689,False
2019-01,Utrecht Centraal,Uitgeest,22,10,2,2,14,0.5,True
2019-01,Utrecht Centraal,Utrecht Maliebaan,218,122,19,19,122,0.6130653266331658,True
2019-01,Utrecht Centraal,Veenendaal Centrum,41,19,4,4,26,0.5135135135135135,True
2019-01,Utrecht Centraal,Zwolle,1088,304,13,5,790,0.2807017543859649,True
2019-01,Utrecht Maliebaan,Utrecht Centraal,218,17,19,19,17,0.08542713567839195,False
2019-01,Veenendaal Centrum,Breukelen,208,36,25,11,129,0.18274111675126903,False
2019-01,Veenendaal Centrum,Utrecht Centraal,67,18,7,7,33,0.3,True
2019-01,Venlo,Eindhoven Centraal,176,56,1,1,105,0.32,True
2019-01,Venlo,Lelystad Centrum,57,1,1,0,42,0.017543859649122806,False
2019-01,Venlo,Schiphol Airport,860,199,7,0,699,0.2313953488372093,True
2019-01,Vlissingen,Amsterdam Centraal,1066,290,23,0,962,0.27204502814258913,True
2019-01,Vlissingen,Roosendaal,75,20,5,5,37,0.2857142857142857,True
2019-01,Vlissingen,Rotterdam Centraal,31,6,0,0,25,0.1935483870967742,True
2019-01,Weert,Eindhoven Centraal,957,391,6,5,442,0.4107142857142857,True
2019-01,Weesp,Baarn,12,0,12,0,0,0.0,False
2019-01,Wijchen,Zutphen,720,187,29,3,505,0.2608089260808926,True
2019-01,Woerden,Tiel,616,58,4,2,387,0.09446254071661238,False
2019-01,Woerden,Utrecht Centraal,4,4,0,0,4,1.0,True
2019-01,Zaandam,Heiloo,12,0,12,0,0,0.0,False
2019-01,Zandvoort aan Zee,Amsterdam Centraal,1097,149,18,5,402,0.13644688644688643,False
2019-01,Zandvoort aan Zee,Haarlem,93,6,0,0,6,0.06451612903225806,False
2019-01,Zutphen,Arnhem Centraal,31,6,0,0,14,0.1935483870967742,True
2019-01,Zutphen,Arnhem Presikhaaf,16,0,16,0,0,0.0,False
2019-01,Zutphen,Nijmegen,236,28,4,1,112,0.11914893617021277,False
2019-01,Zutphen,Roosendaal,34,10,1,0,27,0.29411764705882354,True
2019-01,Zutphen,Wijchen,698,124,65,5,457,0.17893217893217894,False
2019-01,Zutphen,Zwolle,26,4,1,0,7,0.15384615384615385,False
2019-01,Zwolle,Amsterdam Centraal,1110,233,10,5,706,0.21085972850678733,True
2019-01,Zwolle,Arnhem Centraal,62,11,0,0,28,0.1774193548387097,False
2019-01,Zwolle,Den Haag Centraal,23,7,0,0,15,0.30434782608695654,True
2019-01,Zwolle,Groningen,1018,220,5,4,358,0.21696252465483234,True
2019-01,Zwolle,Leeuwarden,62,13,1,0,24,0.20967741935483872,True
2019-01,Zwolle,Lelystad Centrum,31,10,0,0,13,0.3225806451612903,True
2019-01,Zwolle,Nijmegen,31,7,0,0,18,0.22580645161290322,True
2019-01,Zwolle,Roosendaal,996,210,17,2,754,0.2112676056338028,True
2019-01,Zwolle,Rotterdam Centraal,31,8,2,0,22,0.25806451612903225,True
2019-01,Zwolle,Utrecht Centraal,1125,305,31,2,889,0.2715939447907391,True
2019-02,'s-Hertogenbosch,Arnhem Centraal,48,18,3,0,29,0.375,True
2019-02,'s-Hertogenbosch,Boxtel,4,1,0,0,1,0.25,True
2019-02,'s-Hertogenbosch,Den Haag Centraal,996,90,10,4,739,0.0907258064516129,False
2019-02,'s-Hertogenbosch,Deurne,688,170,7,1,431,0.24745269286754004,True
2019-02,'s-Hertogenbosch,Dordrecht,86,20,2,1,38,0.23529411764705882,True
2019-02,'s-Hertogenbosch,Eindhoven Centraal,224,71,0,0,113,0.3169642857142857,True
2019-02,'s-Hertogenbosch,Roosendaal,31,5,0,0,11,0.16129032258064516,False
2019-02,'s-Hertogenbosch,Tilburg,8,0,0,0,0,0.0,False
2019-02,'s-Hertogenbosch,Utrecht Centraal,37,15,0,0,28,0.40540540540540543,True
2019-02,'t Harde,Wezep,13,0,13,0,0,0.0,False
2019-02,Alkmaar,Amsterdam Centraal,193,26,2,0,107,0.13471502590673576,False
2019-02,Alkmaar,Castricum,9,0,9,0,0,0.0,False
2019-02,Alkmaar,Den Helder,29,6,0,0,14,0.20689655172413793,True
2019-02,Alkmaar,Den Helder Zuid,8,0,8,0,0,0.0,False
2019-02,Alkmaar,Haarlem,120,32,2,2,55,0.2711864406779661,True
2019-02,Alkmaar,Hoorn,49,7,0,0,9,0.14285714285714285,False
2019-02,Alkmaar,Maastricht,448,80,2,0,318,0.17857142857142858,False
2019-02,Alkmaar,Rotterdam Centraal,23,8,0,0,22,0.34782608695652173,True
2019-02,Almelo,Apeldoorn,596,92,3,2,293,0.15488215488215487,False
2019-02,Almelo,Deventer,109,21,3,3,51,0.19811320754716982,True
2019-02,Almere Centrum,Almere Oostvaarders,8,0,8,0,0,0.0,False
2019-02,Almere Centrum,Amsterdam Centraal,1012,129,19,19,129,0.1299093655589124,False
2019-02,Almere Centrum,Den Haag Centraal,9,0,0,0,4,0.0,False
2019-02,Almere Centrum,Utrecht Centraal,844,160,6,5,393,0.1907032181168057,True
2019-02,Almere Oostvaarders,Hoofddorp,976,85,10,9,366,0.08790072388831438,False
2019-02,Almere Oostvaarders,Schiphol Airport,71,17,3,2,27,0.2463768115942029,True
2019-02,Alphen a/d Rijn,Leiden Centraal,362,90,22,22,100,0.2647058823529412,True
2019-02,Amersfoort Centraal,Amsterdam Centraal,690,80,5,2,165,0.11627906976744186,False
2019-02,Amersfoort Centraal,Enschede,5,2,0,0,3,0.4,True
2019-02,Amersfoort Centraal,Hilversum,5,1,0,0,1,0.2,True
2019-02,Amersfoort Centraal,Schiphol Airport,35,1,1,0,7,0.02857142857142857,False
2019-02,Amersfoort Centraal,Utrecht Centraal,32,8,0,0,19,0.25,True
2019-02,Amersfoort Centraal,Zwolle,8,0,0,0,2,0.0,False
2019-02,Amersfoort Schothorst,Den Haag Centraal,459,63,2,1,156,0.13755458515283842,False
2019-02,Amersfoort Schothorst,Hilversum,66,7,0,0,12,0.10606060606060606,False
2019-02,Amersfoort Schothorst,Schiphol Airport,459,85,18,2,178,0.18599562363238512,False
2019-02,Amersfoort Schothorst,Utrecht Centraal,28,5,0,0,6,0.17857142857142858,False
2019-02,Amersfoort Vathorst,Amsterdam Centraal,924,125,4,4,510,0.1358695652173913,False
2019-02,Amsterdam Bijlmer ArenA,Leiden Centraal,12,2,0,0,3,0.16666666666666666,False
2019-02,Amsterdam Bijlmer ArenA,Schiphol Airport,4,0,0,0,0,0.0,False
2019-02,Amsterdam Centraal,Alkmaar,228,53,2,0,153,0.2324561403508772,True
2019-02,Amsterdam Centraal,Almere Centrum,1028,150,23,21,154,0.14895729890764647,False
2019-02,Amsterdam Centraal,Amersfoort Centraal,793,186,8,7,271,0.2366412213740458,True
2019-02,Amsterdam Centraal,Amersfoort Vathorst,884,221,13,6,719,0.2517084282460137,True
2019-02,Amsterdam Centraal,Amsterdam Bijlmer ArenA,5,0,5,0,0,0.0,False
2019-02,Amsterdam Centraal,Amsterdam Sloterdijk,16,0,16,0,0,0.0,False
2019-02,Amsterdam Centraal,Arnhem Centraal,191,79,3,1,95,0.41578947368421054,True
2019-02,Amsterdam Centraal,Breda,1190,581,87,41,843,0.5056570931244561,True
2019-02,Amsterdam Centraal,Den Haag Centraal,1796,267,30,15,1001,0.14991577765300393,False
2019-02,Amsterdam Centraal,Den Haag HS,16,3,0,0,10,0.1875,False
2019-02,Amsterdam Centraal,Den Helder,43,6,0,0,37,0.13953488372093023,False
2019-02,Amsterdam Centraal,Deventer,188,47,7,0,78,0.25,True
2019-02,Amsterdam Centraal,Dordrecht,22,0,1,1,13,0.0,False
2019-02,Amsterdam Centraal,Enkhuizen,135,29,4,4,80,0.22137404580152673,True
2019-02,Amsterdam Centraal,Haarlem,129,20,1,1,44,0.15625,False
2019-02,Amsterdam Centraal,Heemstede-Aerdenhout,5,0,5,0,0,0.0,False
2019-02,Amsterdam Centraal,Heerhugowaard,6,1,0,0,6,0.16666666666666666,False
2019-02,Amsterdam Centraal,Hengelo,196,40,5,1,133,0.20512820512820512,True
2019-02,Amsterdam Centraal,Hilversum,8,2,0,0,6,0.25,True
2019-02,Amsterdam Centraal,Hoofddorp,1041,243,9,8,391,0.23523717328170377,True
2019-02,Amsterdam Centraal,Hoorn,847,68,6,2,656,0.08047337278106509,False
2019-02,Amsterdam Centraal,Leiden Centraal,146,12,0,0,61,0.0821917808219178,False
2019-02,Amsterdam Centraal,Lelystad Centrum,83,8,0,0,39,0.0963855421686747,False
2019-02,Amsterdam Centraal,Nijmegen,16,5,0,0,12,0.3125,True
2019-02,Amsterdam Centraal,Rhenen,60,9,0,0,34,0.15,False
2019-02,Amsterdam Centraal,Roosendaal,78,36,1,0,63,0.46153846153846156,True
2019-02,Amsterdam Centraal,Rotterdam Centraal,1283,674,95,88,763,0.5640167364016736,True
2019-02,Amsterdam Centraal,Schiedam Centrum,10,6,0,0,7,0.6,True
2019-02,Amsterdam Centraal,Schiphol Airport,157,94,6,1,94,0.6025641025641025,True
2019-02,Amsterdam Centraal,Uitgeest,47,7,1,1,26,0.15217391304347827,False
2019-02,Amsterdam Centraal,Utrecht Centraal,115,39,0,0,71,0.3391304347826087,True
2019-02,Amsterdam Centraal,Vlissingen,743,209,4,0,637,0.2812920592193809,True
2019-02,Amsterdam Centraal,Weesp,14,4,1,0,7,0.2857142857142857,True
2019-02,Amsterdam Centraal,Zandvoort aan Zee,992,171,7,4,418,0.17307692307692307,False
2019-02,Amsterdam Centraal,Zwolle,960,221,15,9,605,0.2323869610935857,True
2019-02,Amsterdam Sloterdijk,Hoorn Kersenboogerd,63,18,1,1,51,0.2903225806451613,True
2019-02,Amsterdam Zuid,Nijmegen,55,16,0,0,31,0.2909090909090909,True
2019-02,Apeldoorn,Almelo,620,211,4,2,410,0.3414239482200647,True
2019-02,Apeldoorn,Deventer,20,2,0,0,5,0.1,False
2019-02,Apeldoorn,Enschede,160,19,0,0,106,0.11875,False
2019-02,Arnhem Centraal,Amsterdam Centraal,214,72,6,3,122,0.3412322274881517,True
2019-02,Arnhem Centraal,Amsterdam Zuid,4,1,0,0,2,0.25,True
2019-02,Arnhem Centraal,Dordrecht,752,205,15,0,521,0.2726063829787234,True
2019-02,Arnhem Centraal,Ede-Wageningen,828,116,2,1,195,0.14026602176541716,False
2019-02,Arnhem Centraal,Elst,4,0,4,0,0,0.0,False
2019-02,Arnhem Centraal,Nijmegen,166,16,1,0,24,0.0963855421686747,False
2019-02,Arnhem Centraal,Roosendaal,49,13,2,1,27,0.2708333333333333,True
2019-02,Arnhem Centraal,Schiphol Airport,52,3,0,0,23,0.057692307692307696,False
2019-02,Arnhem Centraal,Zwolle,33,9,0,0,29,0.2727272727272727,True
2019-02,Assen,Den Haag Centraal,34,10,0,0,25,0.29411764705882354,True
2019-02,Assen,Groningen,216,20,9,7,48,0.09569377990430622,False
2019-02,Assen,Groningen Europapark,8,0,8,0,0,0.0,False
2019-02,Assen,Haren OV Transferium,72,0,72,0,0,0.0,False
2019-02,Assen,Rotterdam Centraal,36,6,0,0,19,0.16666666666666666,False
2019-02,Assen,Zwolle,72,14,0,0,30,0.19444444444444445,True
2019-02,Baarn,Utrecht Centraal,1040,134,3,2,361,0.12909441233140656,False
2019-02,Bergen op Zoom,Amsterdam Centraal,18,7,1,0,17,0.3888888888888889,True
2019-02,Bergen op Zoom,Roosendaal,40,1,0,0,1,0.025,False
2019-02,Boxtel,'s-Hertogenbosch,4,0,0,0,0,0.0,False
2019-02,Breda,Amsterdam Centraal,1183,665,122,55,896,0.5895390070921985,True
2019-02,Breda,Arnhem Centraal,22,9,1,0,17,0.4090909090909091,True
2019-02,Breda,Den Haag HS,57,18,5,3,47,0.3333333333333333,True
2019-02,Breda,Dordrecht,143,44,7,6,50,0.32116788321167883,True
2019-02,Breda,Dordrecht Zuid,6,0,6,0,0,0.0,False
2019-02,Breda,Eindhoven Centraal,9,1,0,0,2,0.1111111111111111,False
2019-02,Breda,Roosendaal,24,4,0,0,4,0.16666666666666666,False
2019-02,Breda,Rotterdam Centraal,98,54,4,4,56,0.574468085106383,True
2019-02,Breukelen,Rhenen,552,71,7,1,422,0.12885662431941924,False
2019-02,Breukelen,Utrecht Centraal,68,17,2,2,55,0.25757575757575757,True
2019-02,Breukelen,Veenendaal Centrum,160,32,1,1,112,0.20125786163522014,True
2019-02,Den Haag Centraal,'s-Hertogenbosch,1012,212,5,1,832,0.20969337289812068,True
2019-02,Den Haag Centraal,Amersfoort Centraal,29,4,0,0,5,0.13793103448275862,False
2019-02,Den Haag Centraal,Amersfoort Schothorst,459,53,4,2,118,0.11597374179431072,False
2019-02,Den Haag Centraal,Amsterdam Centraal,1777,345,52,10,982,0.19524617996604415,True
2019-02,Den Haag Centraal,Assen,37,7,0,0,20,0.1891891891891892,True
2019-02,Den Haag Centraal,Dordrecht,1468,264,37,9,819,0.18094585332419466,False
2019-02,Den Haag Centraal,Eindhoven Centraal,822,343,31,13,602,0.42398022249690975,True
2019-02,Den Haag Centraal,Enschede,524,132,4,0,286,0.25190839694656486,True
2019-02,Den Haag Centraal,Gouda Goverwelle,642,49,9,9,171,0.07740916271721959,False
2019-02,Den Haag Centraal,Groningen,390,87,7,1,246,0.2236503856041131,True
2019-02,Den Haag Centraal,Haarlem,698,196,30,18,369,0.28823529411764703,True
2019-02,Den Haag Centraal,Hoogeveen,33,13,3,0,20,0.3939393939393939,True
2019-02,Den Haag Centraal,Leeuwarden,446,108,5,1,327,0.24269662921348314,True
2019-02,Den Haag Centraal,Leiden Centraal,149,14,0,0,36,0.09395973154362416,False
2019-02,Den Haag Centraal,Rotterdam Centraal,6,1,0,0,3,0.16666666666666666,False
2019-02,Den Haag Centraal,Schiedam Centrum,309,79,3,3,113,0.2581699346405229,True
2019-02,Den Haag Centraal,Schiphol Airport,96,25,1,0,30,0.2604166666666667,True
2019-02,Den Haag Centraal,Utrecht Centraal,833,133,14,14,201,0.1623931623931624,False
2019-02,Den Haag Centraal,Zwolle,19,5,0,0,8,0.2631578947368421,True
2019-02,Den Haag HS,Amsterdam Centraal,6,2,0,0,4,0.3333333333333333,True
2019-02,Den Haag HS,Breda,58,21,2,2,26,0.375,True
2019-02,Den Haag HS,Eindhoven Centraal,18,4,3,3,10,0.26666666666666666,True
2019-02,Den Haag HS,Gouda,8,1,0,0,1,0.125,False
2019-02,Den Haag HS,Roosendaal,8,5,0,0,5,0.625,True
2019-02,Den Helder,Alkmaar,10,0,0,0,6,0.0,False
2019-02,Den Helder,Amsterdam Centraal,27,6,0,0,23,0.2222222222222222,True
2019-02,Den Helder,Arnhem Centraal,4,1,0,0,4,0.25,True
2019-02,Den Helder,Maastricht,60,17,0,0,60,0.2833333333333333,True
2019-02,Den Helder,Nijmegen,975,220,22,0,882,0.22564102564102564,True
2019-02,Deurne,'s-Hertogenbosch,720,173,3,1,435,0.24061196105702365,True
2019-02,Deurne,Oss,160,43,2,0,124,0.26875,True
2019-02,Deventer,Almelo,65,28,3,3,39,0.45161290322580644,True
2019-02,Deventer,Amsterdam Centraal,244,46,5,1,93,0.18930041152263374,True
2019-02,Deventer,Apeldoorn,20,4,0,0,4,0.2,True
2019-02,Deventer,Den Haag Centraal,9,2,0,0,7,0.2222222222222222,True
2019-02,Dordrecht,'s-Hertogenbosch,141,26,1,1,86,0.18571428571428572,False
2019-02,Dordrecht,Amsterdam Centraal,12,2,0,0,11,0.16666666666666666,False
2019-02,Dordrecht,Arnhem Centraal,650,189,19,2,532,0.2916666666666667,True
2019-02,Dordrecht,Breda,114,32,7,6,35,0.2962962962962963,True
2019-02,Dordrecht,Breda-Prinsenbeek,7,0,7,0,0,0.0,False
2019-02,Dordrecht,Den Haag Centraal,1462,332,33,12,948,0.2289655172413793,True
2019-02,Dordrecht,Duivendrecht,123,27,5,0,72,0.21951219512195122,True
2019-02,Dordrecht,Leiden Centraal,77,28,0,0,42,0.36363636363636365,True
2019-02,Dordrecht,Lelystad Centrum,561,117,24,5,427,0.210431654676259,True
2019-02,Dordrecht,Nijmegen,223,61,3,1,183,0.2747747747747748,True
2019-02,Dordrecht,Roosendaal,828,545,5,2,567,0.6598062953995157,True
2019-02,Dordrecht,Rotterdam Centraal,246,37,0,0,82,0.15040650406504066,False
2019-02,Duivendrecht,Dordrecht,121,26,7,0,78,0.21487603305785125,True
2019-02,Duivendrecht,Leiden Centraal,25,3,2,2,9,0.13043478260869565,False
2019-02,Ede-Wageningen,Arnhem Centraal,780,325,2,1,440,0.417201540436457,True
2019-02,Eindhoven Centraal,'s-Hertogenbosch,186,35,1,0,56,0.1881720430107527,True
2019-02,Eindhoven Centraal,Amsterdam Centraal,4,4,0,0,4,1.0,True
2019-02,Eindhoven Centraal,Breda,13,1,0,0,3,0.07692307692307693,False
2019-02,Eindhoven Centraal,Den Haag Centraal,841,372,55,14,684,0.4498186215235792,True
2019-02,Eindhoven Centraal,Deurne,14,5,1,1,5,0.38461538461538464,True
2019-02,Eindhoven Centraal,Enkhuizen,72,7,1,0,43,0.09722222222222222,False
2019-02,Eindhoven Centraal,Heerlen,90,50,2,1,52,0.5617977528089888,True
2019-02,Eindhoven Centraal,Maastricht,39,14,0,0,18,0.358974358974359,True
2019-02,Eindhoven Centraal,Rotterdam Centraal,178,66,4,3,82,0.37714285714285717,True
2019-02,Eindhoven Centraal,Schiphol Airport,20,5,0,0,10,0.25,True
2019-02,Eindhoven Centraal,Sittard,10,1,0,0,1,0.1,False
2019-02,Eindhoven Centraal,Tilburg Universiteit,932,260,26,7,430,0.2810810810810811,True
2019-02,Eindhoven Centraal,Utrecht Centraal,14,2,0,0,3,0.14285714285714285,False
2019-02,Eindhoven Centraal,Venlo,107,29,1,0,105,0.27102803738317754,True
2019-02,Eindhoven Centraal,Weert,865,167,20,5,240,0.1941860465116279,True
2019-02,Enkhuizen,Alkmaar,8,0,0,0,4,0.0,False
2019-02,Enkhuizen,Amsterdam Centraal,160,44,6,6,70,0.2857142857142857,True
2019-02,Enkhuizen,Eindhoven Centraal,56,21,0,0,46,0.375,True
2019-02,Enkhuizen,Heerlen,626,227,13,0,505,0.36261980830670926,True
2019-02,Enkhuizen,Hoofddorp,20,8,1,0,20,0.4,True
2019-02,Enkhuizen,Maastricht,258,77,1,0,197,0.29844961240310075,True
2019-02,Enkhuizen,Sittard,42,6,0,0,24,0.14285714285714285,False
2019-02,Enschede,Apeldoorn,180,37,1,0,110,0.20555555555555555,True
2019-02,Enschede,Den Haag Centraal,524,71,9,0,274,0.13549618320610687,False
2019-02,Enschede,Schiphol Airport,456,86,19,0,240,0.18859649122807018,True
2019-02,Enschede,Utrecht Centraal,20,5,0,0,12,0.25,True
2019-02,Gouda,Rotterdam Centraal,33,17,0,0,17,0.5151515151515151,True
2019-02,Gouda,Utrecht Centraal,25,3,0,0,17,0.12,False
2019-02,Gouda Goverwelle,Den Haag Centraal,686,64,13,13,217,0.0950965824665676,False
2019-02,Gouda Goverwelle,Rotterdam Centraal,300,79,14,14,180,0.2762237762237762,True
2019-02,Groningen,Amsterdam Centraal,6,6,0,0,6,1.0,True
2019-02,Groningen,Assen,278,11,77,7,33,0.04059040590405904,False
2019-02,Groningen,Beilen,66,0,66,0,0,0.0,False
2019-02,Groningen,Den Haag Centraal,379,102,6,0,234,0.2691292875989446,True
2019-02,Groningen,Haren OV Transferium,85,0,85,0,0,0.0,False
2019-02,Groningen,Leiden Centraal,16,2,0,0,8,0.125,False
2019-02,Groningen,Rotterdam Centraal,423,103,8,0,236,0.24349881796690306,True
2019-02,Groningen,Schiphol Airport,34,23,1,0,28,0.6764705882352942,True
2019-02,Groningen,Zwolle,770,133,2,1,287,0.1729518855656697,False
2019-02,Haarlem,Alkmaar,120,54,5,4,77,0.46551724137931033,True
2019-02,Haarlem,Amsterdam Centraal,103,10,1,1,54,0.09803921568627451,False
2019-02,Haarlem,Den Haag Centraal,656,258,22,14,515,0.40186915887850466,True
2019-02,Haarlem,Den Haag HS,24,5,0,0,16,0.20833333333333334,True
2019-02,Haarlem,Den Haag Laan v NOI,4,0,4,0,0,0.0,False
2019-02,Haarlem,Heemstede-Aerdenhout,146,0,146,0,0,0.0,False
2019-02,Haarlem,Leiden Centraal,344,74,14,14,165,0.22424242424242424,True
2019-02,Haarlem,Voorhout,79,0,79,0,0,0.0,False
2019-02,Haarlem,Zandvoort aan Zee,84,20,0,0,20,0.23809523809523808,True
2019-02,Heerlen,Eindhoven Centraal,118,35,1,1,43,0.29914529914529914,True
2019-02,Heerlen,Enkhuizen,586,53,4,0,385,0.09044368600682594,False
2019-02,Heerlen,Sittard,116,23,1,1,23,0.2,True
2019-02,Hengelo,Amsterdam Centraal,194,82,3,3,163,0.4293193717277487,True
2019-02,Hengelo,Oldenzaal,5,0,5,0,0,0.0,False
2019-02,Hilversum,Amersfoort Schothorst,67,7,0,0,9,0.1044776119402985,False
2019-02,Hilversum,Baarn,20,0,20,0,0,0.0,False
2019-02,Hilversum,Utrecht Centraal,154,19,1,1,57,0.12418300653594772,False
2019-02,Hoofddorp,Almere Oostvaarders,920,130,26,3,447,0.14176663031624864,False
2019-02,Hoofddorp,Amsterdam Centraal,1054,152,12,12,261,0.14587332053742802,False
2019-02,Hoofddorp,Enkhuizen,26,6,0,0,17,0.23076923076923078,True
2019-02,Hoofddorp,Hoorn,26,14,1,1,19,0.56,True
2019-02,Hoofddorp,Hoorn Kersenboogerd,182,56,8,3,144,0.3128491620111732,True
2019-02,Hoofddorp,Lelystad Centrum,29,3,0,0,8,0.10344827586206896,False
2019-02,Hoofddorp,Utrecht Centraal,749,83,12,12,444,0.11261872455902307,False
2019-02,Hoofddorp,Weesp,34,7,0,0,9,0.20588235294117646,True
2019-02,Hoogeveen,Assen,70,0,70,0,0,0.0,False
2019-02,Hoogeveen,Den Haag Centraal,34,10,0,0,19,0.29411764705882354,True
2019-02,Hoogeveen,Haren OV Transferium,67,0,67,0,0,0.0,False
2019-02,Hoogeveen,Rotterdam Centraal,33,5,2,0,14,0.15151515151515152,False
2019-02,Hoogeveen,Zwolle,70,10,1,1,13,0.14492753623188406,False
2019-02,Hoorn,Amsterdam Centraal,895,126,8,1,541,0.14093959731543623,False
2019-02,Hoorn,Hoofddorp,5,1,0,0,3,0.2,True
2019-02,Hoorn Kersenboogerd,Amsterdam Sloterdijk,66,14,2,1,39,0.2153846153846154,True
