TrainPeriod,TestPeriod,TrueLabels,Predictions,Probabilities
2019-01,2019-01,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.5345881587048104, 0.5423633076441667, 0.5345027847108091, 0.5352554948596491, 0.5091537664188898, 0.5330479115461976, 0.47985198930542095, 0.5345027847108091, 0.5468385709173763, 0.5833446546122967, 0.5639377198908155, 0.5387072960501877, 0.5347598104681277, 0.5345027847108091, 0.4767351621458628, 0.5536851643215505, 0.5905921106517457, 0.6417721078654451, 0.48759930472160107, 0.5925282756870264, 0.5345027847108091, 0.533829219672597, 0.5858607436921491, 0.6487304372601123, 0.4233954458728891, 0.5863936700973056, 0.5509129379518861, 0.5681698854457911, 0.5603645764590494, 0.5489069656753869, 0.5566902769688156, 0.5689246187180472, 0.5345027847108091, 0.5905921106517457, 0.5484574899093538, 0.6382239137597991, 0.4038639289918475, 0.5879703408696416, 0.5335975279172172, 0.5395549578649267, 0.5671103366467977, 0.55938595963402, 0.5345027847108091, 0.5574534024761514, 0.5270893252325383, 0.55938595963402, 0.5569059010499042, 0.5833731702096623, 0.5345027847108091, 0.5526951740714896, 0.5308375348413822, 0.5529375780736856, 0.570420193640162, 0.5345027847108091, 0.5546631221706916, 0.5241546755122922, 0.508937755655514, 0.5345027847108091, 0.5345027847108091, 0.40403712600327857, 0.514548749514597, 0.5016706282609562, 0.5244444290153051, 0.531507008798873, 0.5089388158787866, 0.5345027847108091, 0.5559905378605426, 0.5387072960501877, 0.4903045820248958, 0.5614537685340938, 0.5298198935851528, 0.5123133852693863, 0.5659445159804549, 0.5532976085092386, 0.5159178075681192, 0.5345027847108091, 0.5345027847108091, 0.5308552432702329, 0.5852228620644716, 0.5554413278872714, 0.5747584984550484, 0.5240587436437164, 0.5345027847108091, 0.5370182040645585, 0.5684664544574395, 0.5151370155433854, 0.7170289237821099, 0.5569059010499042, 0.5308375348413822, 0.519377345369276, 0.5578808949700904, 0.5345027847108091, 0.5820572720776181, 0.5752197677083524, 0.6005647160539801, 0.5638621689568023, 0.5592802799406075, 0.5684137247328696, 0.5069928395649931, 0.47317359567044354, 0.22059706412648272, 0.5721744029387889, 0.7109683918168127, 0.5863936700973056, 0.5836020240774278, 0.6382239137597991, 0.5759403147275446, 0.5833731702096623, 0.5724174471190864, 0.5626569285804421, 0.574766498273018, 0.5747584984550484, 0.5345027847108091, 0.5498636318407732, 0.6207587755476759, 0.5345027847108091, 0.5069928395649931, 0.508937755655514, 0.5965859563973356, 0.558270106706914, 0.5640973901777561, 0.6207587755476759]"
2019-01,2019-02,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.5345027847108091, 0.6220326149321552, 0.5595639657014619, 0.5345027847108091, 0.5346488857620152, 0.5345027847108091, 0.5326278609072699, 0.5485696288928946, 0.5104318420084877, 0.5257054424537566, 0.597088280821448, 0.5345027847108091, 0.6068041158702625, 0.6756656255867486, 0.48638626917388583, 0.591215438046723, 0.5914928544041766, 0.5742726035230622, 0.5980292714557511, 0.5197344850926874, 0.7546196532799654, 0.5418840470435166, 0.5754534378758313, 0.5454455627836268, 0.5967303858942589, 0.5496983655089374, 0.5517651514595757, 0.5345027847108091, 0.5345027847108091, 0.6068041158702625, 0.529826642150718, 0.5317423545715614, 0.569012110700801, 0.535681167956794, 0.560950920220528, 0.5979498957757979, 0.3760940719831266, 0.5333060272100452, 0.591215438046723, 0.569568707349766, 0.5345027847108091, 0.535488580603845, 0.7116144730875259, 0.5394087338762242, 0.618890153508162, 0.5680656859247881, 0.5621978313597084, 0.5578163616759934, 0.5345027847108091, 0.5345027847108091, 0.4057862139399555, 0.5401277814425302, 0.5317009741697809, 0.5504974904210324, 0.5229520410018809, 0.5980292714557511, 0.5278867163042158, 0.5527956836665144, 0.5139862670501059, 0.5345027847108091, 0.5257054424537566, 0.4118352956143665, 0.5317313617829161, 0.5345027847108091, 0.6443826590954549, 0.5122061529274706, 0.4987080450833039, 0.5345027847108091, 0.5345027847108091, 0.534790004378186, 0.5345027847108091, 0.5316790366994741, 0.5461489389998532, 0.5863434000673454, 0.6745464914822075, 0.5422026509224225, 0.5418840470435166, 0.521329899199357, 0.5473389113094235, 0.5677291444180432, 0.5498855576309122, 0.5585412647659199, 0.5345027847108091, 0.5345027847108091, 0.5097747596277825, 0.5345027847108091, 0.5610197839412725, 0.5455629542760365, 0.543593578416226, 0.5799020109132983, 0.5644040941231466, 0.5649362935491595, 0.6207461978895038, 0.7116144730875259, 0.5736934941980291, 0.558701348467437, 0.37067398522227807, 0.5345027847108091, 0.5125793046272851, 0.540229057605181, 0.7129452012167113, 0.5535154547933617, 0.5581335032143525, 0.5345027847108091, 0.6220447925857603, 0.5415535065454286, 0.43261341532601416, 0.5345027847108091, 0.5368066091398496, 0.5605123836027542, 0.7179352594433145, 0.5847150919436397, 0.5616334148095731, 0.591434710155874, 0.5606244235200006, 0.5345027847108091, 0.5757024828168339, 0.5768083361568627, 0.5125793046272851, 0.5345027847108091, 0.5506217340935199, 0.5950978505094793, 0.5519511897416489, 0.5330697288054543, 0.5979498957757979, 0.5487712950586839, 0.6128130879528652, 0.5345027847108091]"
2019-01,2019-03,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.5420923351545248, 0.5388077417098217, 0.536888136833473, 0.5345027847108091, 0.5925971310585246, 0.5357909378996538, 0.5165731115587254, 0.535717014791397, 0.5103019866183965, 0.5302905794075029, 0.5748777765071345, 0.5333551238557678, 0.49855864285394125, 0.5345027847108091, 0.11825462668615923, 0.1759268923791516, 0.5269144292945869, 0.5373478922281781, 0.5298328495594853, 0.5960865958898992, 0.5888168788118112, 0.4563302610921837, 0.5980637959689741, 0.6142269977280327, 0.541625001631919, 0.3852201002765291, 0.5126565582657285, 0.5345027847108091, 0.5345027847108091, 0.6748931748393638, 0.5945503376553127, 0.5844275940464315, 0.5345027847108091, 0.568896923139589, 0.5371501404458592, 0.5402364085528873, 0.541228773791331, 0.5885151424342722, 0.6098697312238803, 0.5252857115143202, 0.535561024827075, 0.5691619355362617, 0.49499775555835007, 0.5671957837827065, 0.4600428318951038, 0.5284879295345606, 0.5788623355528302, 0.5500150085480414, 0.5436155627135146, 0.6914737559230555, 0.5783741544372649, 0.5566932071989139, 0.5345027847108091, 0.6119111135668995, 0.5281341515723751, 0.5345027847108091, 0.5497628762119717, 0.5345027847108091, 0.3795356312982501, 0.5345027847108091, 0.5580662696174458, 0.545099286955058, 0.5721298224740696, 0.5684242828264159, 0.5684445598670916, 0.5345027847108091, 0.5345027847108091, 0.5554101741851625, 0.5031839263146395, 0.5116405706387847, 0.5345027847108091, 0.3852201002765291, 0.5345027847108091, 0.5345027847108091, 0.5457398517923604, 0.5341687987513687, 0.5345027847108091, 0.5345027847108091, 0.5653194321694276, 0.5531923751991751, 0.5378937376070597, 0.45529534267636446, 0.5345027847108091, 0.5770493424098969, 0.5267517767667389, 0.71056461666511, 0.5436155627135146, 0.567427278083744, 0.5518125037640901, 0.5554678260639563, 0.5345027847108091, 0.5331189230801608, 0.5691619355362617, 0.5345027847108091, 0.5675300977817358, 0.5761246968734584, 0.46506950586096274, 0.54814928207394, 0.5455236599206199, 0.6343944830754957, 0.5945503376553127, 0.530612349284375, 0.5439820955423437, 0.6098697312238803, 0.4972466360536418, 0.5312631748974261, 0.5721298224740696, 0.5653194321694276, 0.5074653419992781, 0.5197795064515264, 0.4380834118873555, 0.5524232570534094, 0.6750058435281597, 0.5345027847108091, 0.5345027847108091, 0.5367790354962693, 0.535717014791397, 0.5103019866183965, 0.543310072884807, 0.5584658528961804, 0.5345027847108091, 0.5524556542746697, 0.5341401785392373, 0.724522901320939, 0.5345027847108091, 0.5345027847108091, 0.5499269479986898, 0.5138691714759388, 0.5345027847108091, 0.4723578198209351, 0.5254083828329994, 0.5169575539866875, 0.5345027847108091, 0.5345027847108091, 0.547701376194521, 0.5651151649281615, 0.5477778891965888, 0.5608199407240929, 0.5559710808749686, 0.5724032564451874, 0.5477778891965888]"
2019-01,2019-04,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[0.5345027847108091, 0.6186015976629826, 0.5397146240557551, 0.5113554389685212, 0.5220030002925269, 0.533289526498787, 0.5480342706536172, 0.4867672736448236, 0.5345027847108091, 0.47258421934189654, 0.5553757821061105, 0.5342724565342489, 0.47592308878300976, 0.6315487665256099, 0.5221441834744256, 0.5062196976833643, 0.3239763460828233, 0.5880698012211799, 0.5931919160569022, 0.4808054213496795, 0.5570860968817367, 0.5345027847108091, 0.532851257949455, 0.5900346843631361, 0.5923626328155662, 0.4962416233037077, 0.5356044432593806, 0.5345027847108091, 0.5549609996599197, 0.5625699909010529, 0.5345027847108091, 0.4881850288262555, 0.5345027847108091, 0.5753605916629606, 0.5347166242540231, 0.5516557793256502, 0.5488858568011854, 0.5163220807271391, 0.4333476057372198, 0.6069624362540513, 0.47447757884784697, 0.550989380426518, 0.5684331911777006, 0.4808054213496795, 0.49140440478705494, 0.47706905705261254, 0.5806954212536521, 0.5345027847108091, 0.5809967319364162, 0.655144618185496, 0.548432465372881, 0.5372972273421884, 0.5345027847108091, 0.607729998558909, 0.5352819547979023, 0.5201240750193896, 0.5592714940203758, 0.5423393610340139, 0.3502048808564638, 0.522182067907859, 0.5345027847108091, 0.5488858568011854, 0.5461028756921406, 0.5430938099563551, 0.5453546067794788, 0.5345027847108091, 0.537030869088934, 0.5345027847108091, 0.35904404870724477, 0.5105869827498656, 0.5380062907768753, 0.5345027847108091, 0.5026038257001384, 0.5380062907768753, 0.5345027847108091, 0.5345027847108091, 0.5163220807271391, 0.5230624942163566, 0.46194985105533043, 0.5345027847108091, 0.5586172685023958, 0.5554611779401137, 0.5484578135672953, 0.5290821233867591, 0.5179223943052356, 0.5280509451706449, 0.46194985105533043, 0.5917812203036139, 0.6021744648350253, 0.5345027847108091, 0.5081016618272503, 0.5583014852885556, 0.6361592519622835, 0.5684331911777006, 0.5809967319364162, 0.5518081364008779, 0.48602426482094463, 0.494972992657963, 0.5624146327055699, 0.5466673237716847, 0.45827511221492184, 0.5397146240557551, 0.569788999249722, 0.556939240719523, 0.6622359028011833, 0.5810126536597844, 0.5020110118707556, 0.36152059339848025, 0.5430938099563551, 0.5006626059249201, 0.5553637543920882, 0.5533488624111825, 0.544759286663078, 0.5484578135672953, 0.42414247366501234, 0.47385396357325854, 0.5345027847108091, 0.5556988109291441, 0.5345027847108091, 0.5241152558323061, 0.5842949269280661, 0.5609528655295307, 0.607729998558909, 0.3946507570513093, 0.5230624942163566, 0.5685148530301695, 0.6160054056142917, 0.5345027847108091, 0.5151930987388899, 0.5468303748814789, 0.5415923001506502, 0.5426976794129934, 0.4406620032559444, 0.5345027847108091, 0.4936496963322599, 0.47725054971394315, 0.5149977946114312, 0.5333487428714374, 0.5923626328155662, 0.5601335349189606, 0.5625073181080862, 0.5345027847108091]"
2019-01,2019-05,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.5616510748577553, 0.5504884528539282, 0.6136941074871669, 0.5674075849709598, 0.5476336428453541, 0.46743672398851366, 0.5218125592794164, 0.580574094111449, 0.5556607254699875, 0.4854816880046962, 0.5240453875751061, 0.5244509963413259, 0.5574265133973856, 0.5609791454562171, 0.5049921230904159, 0.535863918691672, 0.5214424631239329, 0.5492354080197559, 0.5757702676252335, 0.5625786100053068, 0.5464330099924224, 0.6039074663319663, 0.6045678528611523, 0.6671237748673353, 0.5345027847108091, 0.5401508909733815, 0.5179792815480245, 0.637676162904744, 0.5480707019341522, 0.6316964972033469, 0.5509252237242592, 0.5345027847108091, 0.5766479653611042, 0.5345027847108091, 0.5291112406660432, 0.5504884528539282, 0.5239776376244561, 0.5856222499143766, 0.5484659278238228, 0.5273367960015899, 0.5498524316014339, 0.5345027847108091, 0.5228947615371095, 0.48872481107712673, 0.49060127954455174, 0.472892763770297, 0.5583969168569122, 0.5291112406660432, 0.53827836057108, 0.5575038541548769, 0.5489816976824162, 0.6009040084250473, 0.5735252056767141, 0.5780289837204766, 0.5386826400252215, 0.6144774102972747, 0.5595642102927848, 0.5447581484518736, 0.6009040084250473, 0.5689039308249889, 0.509104796375893, 0.5345027847108091, 0.5484659278238228, 0.5482340761062418, 0.544548589355253, 0.5412930519035506, 0.5756275555579662, 0.5945802761570158, 0.5345027847108091, 0.5345027847108091, 0.49603567337749166, 0.6363542153931361, 0.5995136752146174, 0.5277873336311737, 0.5336853449750549, 0.5533475637892391, 0.3729364688886494, 0.578298496684052, 0.5296555313550105, 0.5358901573631867, 0.5677582816296916, 0.5336853449750549, 0.5400924731083369, 0.5408329561026957, 0.5331079747588553, 0.5559101643261182, 0.534976100534348, 0.522543431561755, 0.5400924731083369, 0.5567002916401926, 0.5401508909733815, 0.5224077969380757, 0.5538952371879655, 0.5898392995695223, 0.5540366706540021, 0.5495027693978777, 0.5226652425102527, 0.5345027847108091, 0.5889477970919653, 0.5777714650673682, 0.5575038541548769, 0.5791534489879966, 0.5741338554687716, 0.5602438981035165, 0.5345027847108091, 0.5345027847108091, 0.5674075849709598, 0.5263005511750976, 0.5227889039025974, 0.5861123770634341, 0.5559101643261182, 0.5149397328235691, 0.5988166503092346, 0.5528415011652884, 0.5638072836499853, 0.5550656922238393, 0.560141539145798, 0.5482340761062418, 0.4389738542508191, 0.5557543609055733, 0.5227889039025974, 0.5455060330821188, 0.46743672398851366, 0.5481099381478891, 0.5609791454562171, 0.7532176523871162, 0.660964866155687, 0.5438455376895444, 0.577049621268118, 0.5917546150185046, 0.5687149922169984, 0.629254641067525, 0.5581575432036571, 0.4219209610287042, 0.6282648702256204, 0.5345027847108091, 0.5345027847108091, 0.5345027847108091, 0.5595642102927848, 0.5462383946470619, 0.33379795625625963, 0.5331404117294746, 0.5480707019341522, 0.5543669513645639, 0.5218125592794164, 0.5571674697852226, 0.5607003515022161, 0.5988166503092346, 0.6282648702256204]"
2019-01,2019-06,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[0.6031982658398484, 0.670917128483362, 0.5806800513960803, 0.5142997515386999, 0.6301389731383452, 0.5345027847108091, 0.5663606667141545, 0.5094285622362368, 0.557925484676483, 0.5345027847108091, 0.5177688235606837, 0.4395535345127836, 0.5669205217509816, 0.5336097783321949, 0.5517194372691098, 0.5469383916804842, 0.5345027847108091, 0.4771056955602037, 0.531217837682564, 0.699944182143188, 0.5345027847108091, 0.5771715576429247, 0.5469251044379593, 0.5282860085958611, 0.6590109117337336, 0.5573408091185202, 0.5584206811261373, 0.5867780196220722, 0.5723037872066008, 0.539288950394717, 0.5190516670496115, 0.45841323073671864, 0.6429729311118594, 0.5480928678047026, 0.5714864876417185, 0.5506594719004586, 0.5345027847108091, 0.6082610362747969, 0.5839534472944521, 0.5253198237639942, 0.5620729323923964, 0.5345027847108091, 0.5575731875129689, 0.3930626083200717, 0.4670444017187442, 0.6067964049183939, 0.5412149074791184, 0.5646490740157413, 0.5345027847108091, 0.4989435893994414, 0.5924014661619945, 0.5436207818911533, 0.5705488805339394, 0.5335114623007333, 0.5345027847108091, 0.5335114623007333, 0.5772277905144465, 0.5839534472944521, 0.563846373787936, 0.5345027847108091, 0.5712023795522426, 0.6038481493472474, 0.5958324499945787, 0.5790763298069045, 0.5345027847108091, 0.5536366574103587, 0.5483594398645867, 0.4969254828193748, 0.5345027847108091, 0.5516561060567862, 0.5672300307848104, 0.5345027847108091, 0.5345027847108091, 0.5984881152029558, 0.5182311586524178, 0.5411147976288685, 0.5629285607398172, 0.5274035101562252, 0.5345027847108091, 0.4395535345127836, 0.3511322407356475, 0.4836991661631549, 0.41848183753030416, 0.5345027847108091, 0.5449894782878719, 0.5073889528919449, 0.5410318279752417, 0.5345027847108091, 0.560113305975573, 0.542766810085617, 0.5354395586975111, 0.5345027847108091, 0.5345027847108091, 0.560347800070838, 0.5410318279752417, 0.5433517664654507, 0.5471354450871231, 0.5867780196220722, 0.5581724416269319, 0.5345027847108091, 0.5536366574103587, 0.5345027847108091, 0.5153973885445357, 0.6111910563254371, 0.6335363334468197, 0.5646490740157413, 0.5264196819779986, 0.5371282913318162, 0.556554324431038, 0.5345027847108091, 0.640474215569005, 0.556211165303316, 0.5989880143761658, 0.6109634291976033, 0.5732926645104081, 0.5153973885445355, 0.5345027847108091, 0.5382086548883648, 0.5517194372691098, 0.5240098265347376, 0.5813225390259286, 0.6603304350688957, 0.5345027847108091, 0.4905394926031329, 0.6045980030994347, 0.5510832921816544, 0.5345027847108091, 0.6053544748939506, 0.5669205217509815, 0.5771715576429247, 0.6018153348597354, 0.6645952334992212, 0.4619992205123966, 0.5957217331005306, 0.5345027847108091, 0.5816251345082615, 0.6062862479653516, 0.568431474063756, 0.6603304350688957, 0.6001109882829391, 0.5249240079399309, 0.5492028640148993, 0.5469251044379593, 0.5594105880718865, 0.5218888949603467, 0.5546450501719689, 0.5001239987382012, 0.47124521939596925, 0.5421258633492062, 0.5269889767437461, 0.5422657441047823, 0.5566342578317076, 0.5345027847108091, 0.5345027847108091, 0.5325146422566932, 0.5349092775950969, 0.4479703060957166, 0.4969137021250003, 0.5479642978048098, 0.5523717771647088, 0.552862889598134, 0.6001109882829391]"
